MES,CODIGO_OBJETIVO,CONFIGURACION,VIAJES_ORIGINADOS,VIAJES_DESCARGADOS,DIFERENCIA,INDICE_CARGUE_DESCARGUE
202501,5380005,3,13,0,13,NA
202501,5380005,3S2,3,5,-2,0.6
202501,5380005,3S3,23,26,-3,0.88
202501,5380005,4,4,0,4,NA
202501,5380005,CA,2,2,0,1
202501,5380010,3S3,0,3,-3,0
202501,5390000,2,62,66,-4,0.94
202501,5390000,3,1,10,-9,0.1
202501,5390000,3S2,3,4,-1,0.75
202501,5390000,3S3,7,15,-8,0.47
202501,5390000,CA,2,23,-21,0.09
202501,5400000,2,180,349,-169,0.52
202501,5400000,2S2,2,2,0,1
202501,5400000,2S3,1,3,-2,0.33
202501,5400000,3,32,22,10,1.45
202501,5400000,3S2,4,8,-4,0.5
202501,5400000,3S3,171,99,72,1.73
202501,5400000,4,4,0,4,NA
202501,5400000,CA,6,246,-240,0.02
202501,5400000,V3,260,11,249,23.64
202501,5400000,V4,24,0,24,NA
202501,5400001,2,1,4,-3,0.25
202501,5400001,3,0,1,-1,0
202501,5400001,3S3,0,1,-1,0
202501,5400001,CA,1,0,1,NA
202501,5411000,2,10,21,-11,0.48
202501,5411000,3,1,4,-3,0.25
202501,5411000,CA,0,7,-7,0
202501,5411001,2,0,4,-4,0
202501,5411007,2,1,0,1,NA
202501,5411008,2,0,2,-2,0
202501,5411008,3S3,2,0,2,NA
202501,5425000,2,70,59,11,1.19
202501,5425000,3,4,44,-40,0.09
202501,5425000,3S2,0,9,-9,0
202501,5425000,3S3,13,3,10,4.33
202501,5425000,4,0,14,-14,0
202501,5425000,CA,2,8,-6,0.25
202501,5425000,V3,0,20,-20,0
202501,5425005,2,4,4,0,1
202501,5425005,3,1,1,0,1
202501,5425005,3S2,1,1,0,1
202501,5425005,3S3,49,1,48,49
202501,5425005,CA,0,1,-1,0
202501,5440000,2,1778,1015,763,1.75
202501,5440000,2R2,0,10,-10,0
202501,5440000,2R3,0,1,-1,0
202501,5440000,2S2,2,6,-4,0.33
202501,5440000,2S3,4,10,-6,0.4
202501,5440000,3,66,33,33,2
202501,5440000,3S2,32,22,10,1.45
202501,5440000,3S3,82,470,-388,0.17
202501,5440000,3S4,1,0,1,NA
202501,5440000,4,1,0,1,NA
202501,5440000,CA,113,395,-282,0.29
202501,5440000,V3,2,28,-26,0.07
202501,5440001,2,0,3,-3,0
202501,5440001,CA,0,1,-1,0
202501,5467000,2,17,6,11,2.83
202501,5467000,2S2,0,6,-6,0
202501,5467000,3,3,1,2,3
202501,5467000,3S3,1,0,1,NA
202501,5467000,CA,1,15,-14,0.07
202501,5480000,2,7,69,-62,0.1
202501,5480000,2S3,1,0,1,NA
202501,5480000,3,0,3,-3,0
202501,5480000,3S2,0,1,-1,0
202501,5480000,3S3,1,44,-43,0.02
202501,5480000,CA,1,15,-14,0.07
202501,5480004,2,0,2,-2,0
202501,5480004,3S2,2,0,2,NA
202501,5480004,3S3,2,0,2,NA
202501,5480006,2,1,0,1,NA
202501,5483000,2,3,21,-18,0.14
202501,5483000,3,0,9,-9,0
202501,5483000,3S2,0,1,-1,0
202501,5483000,3S3,0,2,-2,0
202501,5483000,CA,0,5,-5,0
202501,5490000,2,33,257,-224,0.13
202501,5490000,2R2,1,0,1,NA
202501,5490000,2S3,0,1,-1,0
202501,5490000,3,6,8,-2,0.75
202501,5490000,3S2,0,2,-2,0
202501,5490000,3S3,6,16,-10,0.38
202501,5490000,CA,0,48,-48,0
202501,5490001,2,0,1,-1,0
202501,5490005,2,0,1,-1,0
202501,5495000,2,6,75,-69,0.08
202501,5495000,3,0,8,-8,0
202501,5495000,3S2,4,8,-4,0.5
202501,5495000,3S3,4,15,-11,0.27
202501,5495000,CA,0,8,-8,0
202501,5495002,3,0,1,-1,0
202501,5501000,2,1,2,-1,0.5
202501,5501000,3S3,0,3,-3,0
202501,5541000,2,4,47,-43,0.09
202501,5541000,2S2,0,26,-26,0
202501,5541000,3,0,3,-3,0
202501,5541000,3S2,0,3,-3,0
202501,5541000,CA,3,31,-28,0.1
202501,5541001,2,6,22,-16,0.27
202501,5541001,3,0,6,-6,0
202501,5541001,3S3,0,1,-1,0
202501,5541001,CA,0,15,-15,0
202501,5543000,2,6,12,-6,0.5
202501,5543000,3,3,1,2,3
202501,5543000,CA,1,0,1,NA
202501,5576000,2,21,5,16,4.2
202501,5576000,3,0,2,-2,0
202501,5576000,3S3,11,4,7,2.75
202501,5576000,CA,1,13,-12,0.08
202501,5579000,2,76,286,-210,0.27
202501,5579000,2S2,2,0,2,NA
202501,5579000,3,16,104,-88,0.15
202501,5579000,3S2,5,1,4,5
202501,5579000,3S3,224,119,105,1.88
202501,5579000,CA,114,98,16,1.16
202501,5579000,V3,0,6,-6,0
202501,5579005,2,0,4,-4,0
202501,5585000,2,2,63,-61,0.03
202501,5585000,3,4,6,-2,0.67
202501,5585000,3S2,3,0,3,NA
202501,5585000,3S3,208,33,175,6.3
202501,5585000,4,0,1,-1,0
202501,5585000,CA,4,31,-27,0.13
202501,5585000,V3,1,7,-6,0.14
202501,5585003,2,1,3,-2,0.33
202501,5585003,3S3,0,6,-6,0
202501,5585003,CA,1,16,-15,0.06
202501,5585004,2,67,18,49,3.72
202501,5585004,2S2,1,0,1,NA
202501,5585004,3,1,1,0,1
202501,5585004,3S2,2,0,2,NA
202501,5585004,CA,4,9,-5,0.44
202501,5591000,2,25,120,-95,0.21
202501,5591000,2S2,1,1,0,1
202501,5591000,3,30,41,-11,0.73
202501,5591000,3S2,4,3,1,1.33
202501,5591000,3S3,805,282,523,2.85
202501,5591000,CA,7,44,-37,0.16
202501,5591000,V3,0,19,-19,0
202501,5591000,V4,0,6,-6,0
202501,5591002,2,0,2,-2,0
202501,5591002,CA,2,0,2,NA
202501,5591004,2,47,47,0,1
202501,5591004,2S3,1,0,1,NA
202501,5591004,3,2,3,-1,0.67
202501,5591004,3S2,8,0,8,NA
202501,5591004,3S3,414,16,398,25.88
202501,5591004,4,1,0,1,NA
202501,5591004,CA,8,48,-40,0.17
202501,5591004,V3,2,3,-1,0.67
202501,5604000,2,6,93,-87,0.06
202501,5604000,2S2,1,0,1,NA
202501,5604000,2S3,1,1,0,1
202501,5604000,3,0,60,-60,0
202501,5604000,3S2,3,11,-8,0.27
202501,5604000,3S3,3,51,-48,0.06
202501,5604000,CA,2,19,-17,0.11
202501,5604000,V3,0,9,-9,0
202501,5604001,3S2,1,0,1,NA
202501,5604003,3S3,0,1,-1,0
202501,5604003,CA,0,1,-1,0
202501,5604005,3S2,0,10,-10,0
202501,5607000,2,264,455,-191,0.58
202501,5607000,2R2,0,15,-15,0
202501,5607000,2S2,3,0,3,NA
202501,5607000,3,8,23,-15,0.35
202501,5607000,3S2,14,3,11,4.67
202501,5607000,3S3,57,69,-12,0.83
202501,5607000,CA,3,232,-229,0.01
202501,5607004,2,4,0,4,NA
202501,5607008,2,0,1,-1,0
202501,5607008,CA,0,6,-6,0
202501,5615000,2,6396,7118,-722,0.9
202501,5615000,2B1,3,1,2,3
202501,5615000,2R2,8,9,-1,0.89
202501,5615000,2R3,0,8,-8,0
202501,5615000,2S1,30,0,30,NA
202501,5615000,2S2,594,554,40,1.07
202501,5615000,2S3,183,259,-76,0.71
202501,5615000,3,158,193,-35,0.82
202501,5615000,3S2,558,628,-70,0.89
202501,5615000,3S3,980,2763,-1783,0.35
202501,5615000,3S4,2,1,1,2
202501,5615000,4,1,1,0,1
202501,5615000,CA,2274,2290,-16,0.99
202501,5615000,V3,0,8,-8,0
202501,5615010,2,2,6,-4,0.33
202501,5615010,CA,2,7,-5,0.29
202501,5615011,2,0,1,-1,0
202501,5615012,2,0,1,-1,0
202501,5615013,2,0,2,-2,0
202501,5628000,2,3,25,-22,0.12
202501,5628000,3,2,4,-2,0.5
202501,5628000,3S2,0,1,-1,0
202501,5628000,3S3,0,1,-1,0
202501,5628000,CA,0,17,-17,0
202501,5628000,V2,0,2,-2,0
202501,5628001,2,4,2,2,2
202501,5628001,3,1,1,0,1
202501,5628001,3S3,1,0,1,NA
202501,5628002,2,0,1,-1,0
202501,5631000,2,4325,2266,2059,1.91
202501,5631000,2R3,0,10,-10,0
202501,5631000,2S2,49,100,-51,0.49
202501,5631000,2S3,43,99,-56,0.43
202501,5631000,3,378,198,180,1.91
202501,5631000,3S2,169,369,-200,0.46
202501,5631000,3S3,514,790,-276,0.65
202501,5631000,4,0,8,-8,0
202501,5631000,CA,2727,857,1870,3.18
202501,5631000,V2,0,27,-27,0
202501,5631000,V3,16,190,-174,0.08
202501,5631000,V4,0,18,-18,0
202501,5631002,2,0,3,-3,0
202501,5631009,CA,0,1,-1,0
202501,5642000,2,5,34,-29,0.15
202501,5642000,2S2,0,1,-1,0
202501,5642000,3,1,28,-27,0.04
202501,5642000,3S2,2,7,-5,0.29
202501,5642000,3S3,99,42,57,2.36
202501,5642000,CA,0,14,-14,0
202501,5642010,2,0,1,-1,0
202501,5647000,2,5,13,-8,0.38
202501,5647000,3,2,11,-9,0.18
202501,5647000,3S2,0,4,-4,0
202501,5647000,3S3,1,12,-11,0.08
202501,5647000,4,1,0,1,NA
202501,5647000,CA,0,2,-2,0
202501,5647000,V3,0,1,-1,0
202501,5649000,2,8,82,-74,0.1
202501,5649000,2S2,0,14,-14,0
202501,5649000,3,0,11,-11,0
202501,5649000,3S2,0,1,-1,0
202501,5649000,3S3,0,1,-1,0
202501,5649000,CA,0,82,-82,0
202501,5649000,V3,0,3,-3,0
202501,5649001,CA,0,15,-15,0
202501,5649005,CA,0,1,-1,0
202501,5649012,2,0,3,-3,0
202501,5649012,2S2,0,1,-1,0
202501,5649012,CA,0,2,-2,0
202501,5652000,2,1,3,-2,0.33
202501,5652000,3,0,7,-7,0
202501,5652000,3S2,0,4,-4,0
202501,5652000,3S3,487,269,218,1.81
202501,5652000,CA,0,1,-1,0
202501,5652000,V3,0,2,-2,0
202501,5652000,V4,0,2,-2,0
202501,5652010,2,3,0,3,NA
202501,5652010,3,39,0,39,NA
202501,5652010,3S2,10,0,10,NA
202501,5652010,3S3,279,47,232,5.94
202501,5652010,V3,18,0,18,NA
202501,5656000,2,10,109,-99,0.09
202501,5656000,3,3,7,-4,0.43
202501,5656000,3S3,1,3,-2,0.33
202501,5656000,CA,1,48,-47,0.02
202501,5656000,V2,0,4,-4,0
202501,5656000,V3,0,2,-2,0
202501,5658000,2,1,14,-13,0.07
202501,5658000,3,1,0,1,NA
202501,5658000,3S2,0,1,-1,0
202501,5658000,3S3,0,18,-18,0
202501,5658000,CA,0,1,-1,0
202501,5658000,V3,0,1,-1,0
202501,5659000,2,9,44,-35,0.2
202501,5659000,2S2,1,1,0,1
202501,5659000,3,0,5,-5,0
202501,5659000,3S2,106,7,99,15.14
202501,5659000,3S3,13,12,1,1.08
202501,5659000,CA,0,6,-6,0
202501,5659001,3S2,2,0,2,NA
202501,5660000,2,8,42,-34,0.19
202501,5660000,2S2,0,12,-12,0
202501,5660000,3,2,3,-1,0.67
202501,5660000,3S2,1,1,0,1
202501,5660000,3S3,3,4,-1,0.75
202501,5660000,CA,3,63,-60,0.05
202501,5660000,V3,0,1,-1,0
202501,5660012,2,0,3,-3,0
202501,5660012,2S2,5,3,2,1.67
202501,5660012,2S3,1,0,1,NA
202501,5660012,3S3,14,0,14,NA
202501,5660012,CA,0,1,-1,0
202501,5660013,2,0,3,-3,0
202501,5660013,CA,0,4,-4,0
202501,5664000,2,198,735,-537,0.27
202501,5664000,2R2,0,1,-1,0
202501,5664000,2S2,0,2,-2,0
202501,5664000,2S3,0,6,-6,0
202501,5664000,3,54,40,14,1.35
202501,5664000,3S2,156,73,83,2.14
202501,5664000,3S3,433,508,-75,0.85
202501,5664000,4,34,0,34,NA
202501,5664000,CA,1,120,-119,0.01
202501,5664000,V2,0,1,-1,0
202501,5664005,2,0,12,-12,0
202501,5664005,3S3,0,11,-11,0
202501,5665000,2,21,97,-76,0.22
202501,5665000,3,0,34,-34,0
202501,5665000,3S2,0,1,-1,0
202501,5665000,3S3,0,5,-5,0
202501,5665000,4,0,1,-1,0
202501,5665000,CA,2,18,-16,0.11
202501,5667000,2,4,67,-63,0.06
202501,5667000,2S2,0,12,-12,0
202501,5667000,3,0,4,-4,0
202501,5667000,3S2,0,1,-1,0
202501,5667000,CA,0,22,-22,0
202501,5667000,V3,0,2,-2,0
202501,5670000,2,12,35,-23,0.34
202501,5670000,2S2,0,1,-1,0
202501,5670000,3,1,1,0,1
202501,5670000,3S2,1,0,1,NA
202501,5670000,3S3,4,0,4,NA
202501,5670000,CA,0,11,-11,0
202501,5670003,2,72,2,70,36
202501,5670003,3S3,3,0,3,NA
202501,5674000,2,14,94,-80,0.15
202501,5674000,3,9,7,2,1.29
202501,5674000,3S2,1,0,1,NA
202501,5674000,3S3,0,4,-4,0
202501,5674000,CA,0,49,-49,0
202501,5674001,2,0,1,-1,0
202501,5679000,2,9,35,-26,0.26
202501,5679000,3S2,10,0,10,NA
202501,5679000,3S3,1,1,0,1
202501,5679000,CA,1,37,-36,0.03
202501,5679000,V2,0,4,-4,0
202501,5679002,2,1,0,1,NA
202501,5679004,2,0,2,-2,0
202501,5679009,3S3,0,1,-1,0
202501,5686000,2,543,709,-166,0.77
202501,5686000,2S2,0,1,-1,0
202501,5686000,2S3,0,3,-3,0
202501,5686000,3,22,116,-94,0.19
202501,5686000,3S2,90,20,70,4.5
202501,5686000,3S3,355,610,-255,0.58
202501,5686000,CA,9,101,-92,0.09
202501,5686000,V3,0,58,-58,0
202501,5686001,2,0,8,-8,0
202501,5686001,3,0,5,-5,0
202501,5686004,2,5,1,4,5
202501,5686006,2,2,1,1,2
202501,5686011,2,0,3,-3,0
202501,5686011,2R2,0,1,-1,0
202501,5686011,3,0,1,-1,0
202501,5686011,3S3,14,4,10,3.5
202501,5690000,2,109,76,33,1.43
202501,5690000,2S2,0,1,-1,0
202501,5690000,3,10,25,-15,0.4
202501,5690000,3S3,29,8,21,3.62
202501,5690000,CA,2,6,-4,0.33
202501,5690001,2,145,13,132,11.15
202501,5690001,CA,0,1,-1,0
202501,5690003,2,0,1,-1,0
202501,5690004,2,0,21,-21,0
202501,5690004,2S2,0,1,-1,0
202501,5690004,3S3,0,2,-2,0
202501,5690004,CA,0,2,-2,0
202501,5690010,2,3,1,2,3
202501,5690010,3,1,2,-1,0.5
202501,5690010,3S2,1,0,1,NA
202501,5697000,2,86,445,-359,0.19
202501,5697000,2R3,0,1,-1,0
202501,5697000,2S2,0,7,-7,0
202501,5697000,2S3,1,6,-5,0.17
202501,5697000,3,7,34,-27,0.21
202501,5697000,3S2,4,0,4,NA
202501,5697000,3S3,62,144,-82,0.43
202501,5697000,CA,2,221,-219,0.01
202501,5736000,2,17,378,-361,0.04
202501,5736000,2S2,3,0,3,NA
202501,5736000,2S3,1,0,1,NA
202501,5736000,3,4,89,-85,0.04
202501,5736000,3S2,10,6,4,1.67
202501,5736000,3S3,1,13,-12,0.08
202501,5736000,4,0,2,-2,0
202501,5736000,CA,1,98,-97,0.01
202501,5736000,V3,5,8,-3,0.62
202501,5736001,3,0,1,-1,0
202501,5736002,3S2,0,4,-4,0
202501,5736002,3S3,0,1,-1,0
202501,5756000,2,273,296,-23,0.92
202501,5756000,3,197,23,174,8.57
202501,5756000,3S2,553,5,548,110.6
202501,5756000,3S3,2293,633,1660,3.62
202501,5756000,4,2,0,2,NA
202501,5756000,CA,4,84,-80,0.05
202501,5756000,V3,62,8,54,7.75
202501,5756005,CA,1,4,-3,0.25
202501,5756030,2,5,1,4,5
202501,5756030,3,1,1,0,1
202501,5756030,3S3,19,2,17,9.5
202501,5756030,CA,0,5,-5,0
202501,5756033,3,40,0,40,NA
202501,5756033,3S2,13,0,13,NA
202501,5756033,3S3,551,107,444,5.15
202501,5756033,V3,32,0,32,NA
202501,5761000,2,8,66,-58,0.12
202501,5761000,3,9,4,5,2.25
202501,5761000,3S3,6,3,3,2
202501,5761000,4,1,0,1,NA
202501,5761000,CA,0,34,-34,0
202501,5761000,V2,0,3,-3,0
202501,5761002,2,1,0,1,NA
202501,5761002,2S2,2,0,2,NA
202501,5761002,2S3,3,1,2,3
202501,5761004,2,0,1,-1,0
202501,5789000,2,219,107,112,2.05
202501,5789000,2S2,0,22,-22,0
202501,5789000,3,0,10,-10,0
202501,5789000,3S3,2,3,-1,0.67
202501,5789000,CA,2,35,-33,0.06
202501,5789002,2,1,2,-1,0.5
202501,5789005,CA,0,1,-1,0
202501,5790000,2,5,80,-75,0.06
202501,5790000,2B2,0,11,-11,0
202501,5790000,2S3,0,1,-1,0
202501,5790000,3,4,4,0,1
202501,5790000,3S2,3,6,-3,0.5
202501,5790000,3S2S2,0,1,-1,0
202501,5790000,3S3,4,11,-7,0.36
202501,5790000,CA,3,20,-17,0.15
202501,5790002,2,0,2,-2,0
202501,5790003,3S3,0,2,-2,0
202501,5790004,3S2,0,2,-2,0
202501,5792000,2,1,10,-9,0.1
202501,5792000,2S2,0,5,-5,0
202501,5792000,3S3,0,13,-13,0
202501,5792000,CA,0,19,-19,0
202501,5809000,2,20,48,-28,0.42
202501,5809000,2S2,0,8,-8,0
202501,5809000,3,2,44,-42,0.05
202501,5809000,3S3,175,0,175,NA
202501,5809000,CA,0,28,-28,0
202501,5809000,V2,0,2,-2,0
202501,5819000,2,6,17,-11,0.35
202501,5819000,2S3,0,1,-1,0
202501,5819000,3,7,12,-5,0.58
202501,5819000,3S2,0,124,-124,0
202501,5819000,3S3,0,79,-79,0
202501,5819000,CA,0,5,-5,0
202501,5819000,V3,0,3,-3,0
202501,5837000,2,68,694,-626,0.1
202501,5837000,2B2,0,6,-6,0
202501,5837000,2S2,1,20,-19,0.05
202501,5837000,2S3,3,10,-7,0.3
202501,5837000,3,8,81,-73,0.1
202501,5837000,3S2,52,18,34,2.89
202501,5837000,3S3,51,350,-299,0.15
202501,5837000,3S4,1,1,0,1
202501,5837000,4,0,2,-2,0
202501,5837000,CA,6,153,-147,0.04
202501,5837001,2,3,13,-10,0.23
202501,5837001,3,0,7,-7,0
202501,5837001,3S2,1,1,0,1
202501,5837001,CA,0,1,-1,0
202501,5837002,2,5,5,0,1
202501,5837002,3S2,0,114,-114,0
202501,5837002,3S3,7,59,-52,0.12
202501,5837003,3,0,1,-1,0
202501,5837003,3S2,0,1,-1,0
202501,5837008,3S3,0,1,-1,0
202501,5842000,2,0,36,-36,0
202501,5842000,3,3,1,2,3
202501,5842000,3S3,0,3,-3,0
202501,5842000,CA,0,14,-14,0
202501,5842000,V2,0,1,-1,0
202501,5847000,2,139,140,-1,0.99
202501,5847000,3,13,25,-12,0.52
202501,5847000,3S2,2,2,0,1
202501,5847000,3S3,23,30,-7,0.77
202501,5847000,CA,0,81,-81,0
202501,5847000,V3,0,1,-1,0
202501,5854000,2,3,12,-9,0.25
202501,5854000,3,0,1,-1,0
202501,5854000,3S3,0,7,-7,0
202501,5854000,CA,0,2,-2,0
202501,5854002,2,0,6,-6,0
202501,5854002,3,0,1,-1,0
202501,5854002,3S3,0,3,-3,0
202501,5854002,CA,0,1,-1,0
202501,5856000,2,31,19,12,1.63
202501,5856000,2S2,0,4,-4,0
202501,5856000,3,14,15,-1,0.93
202501,5856000,3S2,0,2,-2,0
202501,5856000,3S3,0,3,-3,0
202501,5856000,CA,1,9,-8,0.11
202501,5856000,V2,0,2,-2,0
202501,5856000,V3,64,0,64,NA
202501,5856000,V4,19,0,19,NA
202501,5858000,2,16,73,-57,0.22
202501,5858000,3,1,24,-23,0.04
202501,5858000,3S2,12,22,-10,0.55
202501,5858000,3S3,18,42,-24,0.43
202501,5858000,CA,2,31,-29,0.06
202501,5858000,V3,0,3,-3,0
202501,5861000,2,3,55,-52,0.05
202501,5861000,2S2,0,7,-7,0
202501,5861000,3,0,6,-6,0
202501,5861000,3S3,0,3,-3,0
202501,5861000,3S4,0,1,-1,0
202501,5861000,CA,1,42,-41,0.02
202501,5861000,V3,0,1,-1,0
202501,5861002,2,8,13,-5,0.62
202501,5861002,3,1,1,0,1
202501,5861002,3S2,0,6,-6,0
202501,5861002,3S3,13,33,-20,0.39
202501,5861002,4,23,4,19,5.75
202501,5861002,CA,1,2,-1,0.5
202501,5873000,CA,1,0,1,NA
202501,5885000,2,5,22,-17,0.23
202501,5885000,3,4,6,-2,0.67
202501,5885000,3S3,16,0,16,NA
202501,5885000,CA,0,1,-1,0
202501,5885000,V3,0,4,-4,0
202501,5887000,2,134,536,-402,0.25
202501,5887000,2R3,0,1,-1,0
202501,5887000,2S2,0,3,-3,0
202501,5887000,2S3,1,5,-4,0.2
202501,5887000,3,106,11,95,9.64
202501,5887000,3S2,79,18,61,4.39
202501,5887000,3S3,381,409,-28,0.93
202501,5887000,4,1,0,1,NA
202501,5887000,CA,2,117,-115,0.02
202501,5887004,2,0,1,-1,0
202501,5887004,CA,0,1,-1,0
202501,5887007,2,34,19,15,1.79
202501,5887007,2S3,0,1,-1,0
202501,5887007,3,1,1,0,1
202501,5887007,3S2,0,1,-1,0
202501,5887007,3S3,19,19,0,1
202501,5887007,4,3,0,3,NA
202501,5887007,CA,0,1,-1,0
202501,5890000,2,99,112,-13,0.88
202501,5890000,3,2,36,-34,0.06
202501,5890000,3S3,1,38,-37,0.03
202501,5890000,CA,0,38,-38,0
202501,5890000,V3,0,6,-6,0
202501,5893000,2,15,64,-49,0.23
202501,5893000,2S2,4,2,2,2
202501,5893000,2S3,1,10,-9,0.1
202501,5893000,3,7,5,2,1.4
202501,5893000,3S2,2,3,-1,0.67
202501,5893000,3S3,33,88,-55,0.38
202501,5893000,3S4,0,1,-1,0
202501,5893000,4,5,0,5,NA
202501,5893000,CA,29,58,-29,0.5
202501,5893000,V3,0,1,-1,0
202501,5893001,3S3,0,3,-3,0
202501,5893001,V3,0,4,-4,0
202501,5893002,CA,0,1,-1,0
202501,5893003,2,10,0,10,NA
202501,5893003,CA,0,4,-4,0
202501,5893005,3S3,26,71,-45,0.37
202501,5895000,2,5,125,-120,0.04
202501,5895000,2B2,0,12,-12,0
202501,5895000,3,1,12,-11,0.08
202501,5895000,3S2,2,6,-4,0.33
202501,5895000,3S3,2,80,-78,0.03
202501,5895000,CA,1,46,-45,0.02
202501,8001000,2,20997,20123,874,1.04
202501,8001000,2B1,15,22,-7,0.68
202501,8001000,2B2,9,4,5,2.25
202501,8001000,2R2,81,41,40,1.98
202501,8001000,2R3,1,1,0,1
202501,8001000,2S1,32,6,26,5.33
202501,8001000,2S2,989,2301,-1312,0.43
202501,8001000,2S3,658,1428,-770,0.46
202501,8001000,3,614,740,-126,0.83
202501,8001000,3S1,12,7,5,1.71
202501,8001000,3S2,1929,2382,-453,0.81
202501,8001000,3S2S3,1,2,-1,0.5
202501,8001000,3S3,16390,16266,124,1.01
202501,8001000,3S4,10,18,-8,0.56
202501,8001000,4,35,5,30,7
202501,8001000,CA,5169,4791,378,1.08
202501,8001000,V2,46,57,-11,0.81
202501,8001000,V3,158,79,79,2
202501,8001000,V4,16,10,6,1.6
202501,8001001,2,345,27,318,12.78
202501,8001001,2S2,8,6,2,1.33
202501,8001001,2S3,55,49,6,1.12
202501,8001001,3,5,1,4,5
202501,8001001,3S2,38,51,-13,0.75
202501,8001001,3S3,136,163,-27,0.83
202501,8001001,CA,0,4,-4,0
202501,8001002,2,0,1,-1,0
202501,8001002,CA,0,6,-6,0
202501,8001004,2,0,7,-7,0
202501,8001004,3S3,0,8,-8,0
202501,8078000,2,1136,448,688,2.54
202501,8078000,2R2,0,2,-2,0
202501,8078000,2S2,439,2,437,219.5
202501,8078000,2S3,113,8,105,14.12
202501,8078000,3,453,10,443,45.3
202501,8078000,3S1,0,1,-1,0
202501,8078000,3S2,10,17,-7,0.59
202501,8078000,3S3,1160,498,662,2.33
202501,8078000,CA,6,133,-127,0.05
202501,8078000,V2,15,18,-3,0.83
202501,8078001,2,12,131,-119,0.09
202501,8078001,3,0,9,-9,0
202501,8078001,CA,0,3,-3,0
202501,8078003,2,0,16,-16,0
202501,8137000,2,1,51,-50,0.02
202501,8137000,CA,0,28,-28,0
202501,8141000,2,5,77,-72,0.06
202501,8141000,2S2,5,75,-70,0.07
202501,8141000,2S3,0,3,-3,0
202501,8141000,3,5,1,4,5
202501,8141000,3S2,1,3,-2,0.33
202501,8141000,3S3,2,11,-9,0.18
202501,8141000,CA,0,17,-17,0
202501,8141001,CA,0,8,-8,0
202501,8296000,2,8943,2045,6898,4.37
202501,8296000,2B1,0,3,-3,0
202501,8296000,2R2,214,20,194,10.7
202501,8296000,2S2,184,514,-330,0.36
202501,8296000,2S3,191,253,-62,0.75
202501,8296000,3,272,129,143,2.11
202501,8296000,3S1,2,0,2,NA
202501,8296000,3S2,371,328,43,1.13
202501,8296000,3S3,2011,2407,-396,0.84
202501,8296000,3S4,0,1,-1,0
202501,8296000,4,3,0,3,NA
202501,8296000,CA,2324,438,1886,5.31
202501,8296000,V2,1,1,0,1
202501,8296000,V3,0,114,-114,0
202501,8296000,V4,0,16,-16,0
202501,8296001,2,3,80,-77,0.04
202501,8372000,2,2,146,-144,0.01
202501,8372000,2R2,1,1,0,1
202501,8372000,2S2,0,1,-1,0
202501,8372000,3S2,0,2,-2,0
202501,8372000,3S3,2,25,-23,0.08
202501,8372000,3S4,0,31,-31,0
202501,8372000,CA,1,60,-59,0.02
202501,8372004,2,2,6,-4,0.33
202501,8372004,CA,0,21,-21,0
202501,8421000,2,47,171,-124,0.27
202501,8421000,2S2,0,1,-1,0
202501,8421000,2S3,28,0,28,NA
202501,8421000,3,0,3,-3,0
202501,8421000,3S2,6,9,-3,0.67
202501,8421000,3S3,412,14,398,29.43
202501,8421000,CA,2,77,-75,0.03
202501,8421000,V3,2,0,2,NA
202501,8421000,V3R3,2,0,2,NA
202501,8421000,V4,12,0,12,NA
202501,8421001,2,30,7,23,4.29
202501,8421001,3S3,3,2,1,1.5
202501,8421001,3S4,1,0,1,NA
202501,8421001,V3,2,0,2,NA
202501,8421003,2S3,2,0,2,NA
202501,8421005,3S3,1,0,1,NA
202501,8433000,2,12903,2035,10868,6.34
202501,8433000,2B1,2,1,1,2
202501,8433000,2B2,1,0,1,NA
202501,8433000,2R2,3,9,-6,0.33
202501,8433000,2S1,1,0,1,NA
202501,8433000,2S2,128,339,-211,0.38
202501,8433000,2S3,91,208,-117,0.44
202501,8433000,3,142,131,11,1.08
202501,8433000,3S1,0,4,-4,0
202501,8433000,3S2,299,395,-96,0.76
202501,8433000,3S3,2872,2407,465,1.19
202501,8433000,3S4,2,3,-1,0.67
202501,8433000,CA,1967,560,1407,3.51
202501,8433000,V2,0,2,-2,0
202501,8433000,V3,19,50,-31,0.38
202501,8433001,2,42,177,-135,0.24
202501,8433001,3,1,20,-19,0.05
202501,8433001,3S3,4,7,-3,0.57
202501,8433001,CA,0,4,-4,0
202501,8433004,3S3,0,1,-1,0
202501,8436000,2,4,78,-74,0.05
202501,8436000,3S2,0,1,-1,0
202501,8436000,CA,0,59,-59,0
202501,8436000,V3,0,1,-1,0
202501,8520000,2,29,226,-197,0.13
202501,8520000,2S2,21,118,-97,0.18
202501,8520000,2S3,44,53,-9,0.83
202501,8520000,3,4,4,0,1
202501,8520000,3S2,11,36,-25,0.31
202501,8520000,3S3,1171,1132,39,1.03
202501,8520000,CA,7,91,-84,0.08
202501,8520000,V2,3,0,3,NA
202501,8520000,V3,7,0,7,NA
202501,8549000,2,0,24,-24,0
202501,8549000,3,0,19,-19,0
202501,8549000,CA,0,30,-30,0
202501,8549002,2,0,2,-2,0
202501,8549002,2S2,1,1,0,1
202501,8549003,2S2,2,0,2,NA
202501,8549003,2S3,4,0,4,NA
202501,8549003,3S3,1,0,1,NA
202501,8558000,2,94,261,-167,0.36
