MES,CODIGO_OBJETIVO,CONFIGURACION,VIAJES_ORIGINADOS,VIAJES_DESCARGADOS,DIFERENCIA,INDICE_CARGUE_DESCARGUE
202503,17380000,3S2,17,12,5,1.42
202503,17380000,3S3,100,176,-76,0.57
202503,17380000,3S4,2,1,1,2
202503,17380000,4,0,2,-2,0
202503,17380000,CA,231,226,5,1.02
202503,17380000,V3,0,6,-6,0
202503,17380001,2S2,0,1,-1,0
202503,17380002,2,2,1,1,2
202503,17380002,3S3,10,0,10,NA
202503,17380003,2,1,0,1,NA
202503,17388000,2,1,16,-15,0.06
202503,17388000,CA,0,17,-17,0
202503,17388002,2,1,0,1,NA
202503,17388002,3S2,1,1,0,1
202503,17388002,3S3,0,10,-10,0
202503,17388002,CA,0,3,-3,0
202503,17388008,2,0,3,-3,0
202503,17433000,2,26,88,-62,0.3
202503,17433000,3,4,0,4,NA
202503,17433000,3S3,26,2,24,13
202503,17433000,CA,3,53,-50,0.06
202503,17433000,V3,0,3,-3,0
202503,17442000,2,24,128,-104,0.19
202503,17442000,3,0,17,-17,0
202503,17442000,3S2,0,2,-2,0
202503,17442000,3S3,2,3,-1,0.67
202503,17442000,CA,3,20,-17,0.15
202503,17442002,2,0,1,-1,0
202503,17444000,2,23,83,-60,0.28
202503,17444000,3,0,10,-10,0
202503,17444000,3S3,0,4,-4,0
202503,17444000,CA,0,5,-5,0
202503,17446000,2,3,2,1,1.5
202503,17446000,2S2,0,1,-1,0
202503,17446000,CA,0,7,-7,0
202503,17486000,2,26,129,-103,0.2
202503,17486000,2S2,1,1,0,1
202503,17486000,3,0,11,-11,0
202503,17486000,3S3,0,20,-20,0
202503,17486000,CA,0,78,-78,0
202503,17486001,2,0,1,-1,0
202503,17486009,2,1,0,1,NA
202503,17486012,CA,0,2,-2,0
202503,17495000,2,3,34,-31,0.09
202503,17495000,3,0,1,-1,0
202503,17495000,CA,0,9,-9,0
202503,17495000,V3,0,1,-1,0
202503,17513000,2,65,65,0,1
202503,17513000,3,0,18,-18,0
202503,17513000,CA,1,9,-8,0.11
202503,17513000,V2,0,3,-3,0
202503,17513000,V3,0,4,-4,0
202503,17524000,2,2,88,-86,0.02
202503,17524000,2S2,0,1,-1,0
202503,17524000,3S2,0,1,-1,0
202503,17524000,3S3,0,16,-16,0
202503,17524000,CA,1,63,-62,0.02
202503,17524001,2,14,54,-40,0.26
202503,17524001,2S3,0,1,-1,0
202503,17524001,3,1,0,1,NA
202503,17524001,3S2,0,5,-5,0
202503,17524001,3S3,0,148,-148,0
202503,17524001,CA,0,26,-26,0
202503,17524003,2,0,10,-10,0
202503,17524003,CA,0,1,-1,0
202503,17524006,2,1,7,-6,0.14
202503,17524006,CA,0,1,-1,0
202503,17524008,2,0,2,-2,0
202503,17541000,2,11,120,-109,0.09
202503,17541000,3,1,6,-5,0.17
202503,17541000,3S3,8,17,-9,0.47
202503,17541000,CA,1,76,-75,0.01
202503,17541000,V3,0,1,-1,0
202503,17541002,2,0,8,-8,0
202503,17541002,3,0,1,-1,0
202503,17541002,CA,0,1,-1,0
202503,17541009,2,0,1,-1,0
202503,17614000,2,15,277,-262,0.05
202503,17614000,2R2,0,13,-13,0
202503,17614000,3,1,4,-3,0.25
202503,17614000,3S2,1,2,-1,0.5
202503,17614000,3S3,14,51,-37,0.27
202503,17614000,CA,6,154,-148,0.04
202503,17614004,2,0,18,-18,0
202503,17616000,2,34,53,-19,0.64
202503,17616000,3S3,0,3,-3,0
202503,17616000,4,0,1,-1,0
202503,17616000,CA,0,30,-30,0
202503,17653000,2,8,144,-136,0.06
202503,17653000,2S3,0,1,-1,0
202503,17653000,3,0,2,-2,0
202503,17653000,CA,0,34,-34,0
202503,17653007,2,0,1,-1,0
202503,17662000,2,13,50,-37,0.26
202503,17662000,3,0,13,-13,0
202503,17662000,CA,2,11,-9,0.18
202503,17662000,V3,0,7,-7,0
202503,17662003,2,4,7,-3,0.57
202503,17662003,3,0,6,-6,0
202503,17662003,CA,0,3,-3,0
202503,17662003,V3,0,4,-4,0
202503,17662007,2,0,4,-4,0
202503,17665000,2,1,2,-1,0.5
202503,17665000,CA,0,1,-1,0
202503,17777000,2,5,320,-315,0.02
202503,17777000,2R2,0,12,-12,0
202503,17777000,3S3,2,9,-7,0.22
202503,17777000,CA,1,321,-320,0
202503,17777000,V2,1,0,1,NA
202503,17867000,2,4,31,-27,0.13
202503,17867000,3,0,1,-1,0
202503,17867000,3S3,0,2,-2,0
202503,17867000,CA,1,15,-14,0.07
202503,17867000,V3,0,2,-2,0
202503,17873000,2,4,403,-399,0.01
202503,17873000,2S2,3,6,-3,0.5
202503,17873000,2S3,0,1,-1,0
202503,17873000,3,0,10,-10,0
202503,17873000,3S2,0,6,-6,0
202503,17873000,3S3,1,40,-39,0.03
202503,17873000,CA,5,138,-133,0.04
202503,17873004,2,1,0,1,NA
202503,17873004,2S3,0,1,-1,0
202503,17873004,3,3,0,3,NA
202503,17873004,3S3,3,1,2,3
202503,17873004,4,1,0,1,NA
202503,17873004,CA,0,2,-2,0
202503,17873016,2,0,1,-1,0
202503,17873016,3S3,0,1,-1,0
202503,17877000,2,61,158,-97,0.39
202503,17877000,3,2,12,-10,0.17
202503,17877000,3S2,0,1,-1,0
202503,17877000,3S3,1,19,-18,0.05
202503,17877000,CA,0,61,-61,0
202503,18001000,2,554,1843,-1289,0.3
202503,18001000,2R2,0,4,-4,0
202503,18001000,2S2,2,87,-85,0.02
202503,18001000,2S3,0,4,-4,0
202503,18001000,3,35,92,-57,0.38
202503,18001000,3S2,5,42,-37,0.12
202503,18001000,3S3,38,579,-541,0.07
202503,18001000,CA,67,253,-186,0.26
202503,18001008,2S2,0,1,-1,0
202503,18001013,2,0,1,-1,0
202503,18001013,3,0,2,-2,0
202503,18001013,3S3,1,1,0,1
202503,18029000,2,4,9,-5,0.44
202503,18029000,2S2,1,0,1,NA
202503,18029000,3S3,2,0,2,NA
202503,18029000,CA,0,3,-3,0
202503,18094000,2,2,27,-25,0.07
202503,18094000,2S2,1,1,0,1
202503,18094000,3S3,0,3,-3,0
202503,18094000,CA,0,1,-1,0
202503,18150000,2,28,133,-105,0.21
202503,18150000,2S2,0,1,-1,0
202503,18150000,3,3,21,-18,0.14
202503,18150000,3S2,0,2,-2,0
202503,18150000,3S3,2,34,-32,0.06
202503,18150000,CA,1,17,-16,0.06
202503,18205000,2,2,24,-22,0.08
202503,18205000,3,0,2,-2,0
202503,18205000,3S3,0,2,-2,0
202503,18205000,CA,0,14,-14,0
202503,18247000,2,1,73,-72,0.01
202503,18247000,3,0,1,-1,0
202503,18247000,3S2,1,0,1,NA
202503,18247000,3S3,0,10,-10,0
202503,18247000,CA,0,11,-11,0
202503,18247005,3,0,1,-1,0
202503,18256000,2,6,27,-21,0.22
202503,18256000,2S2,0,1,-1,0
202503,18256000,3,1,1,0,1
202503,18256000,3S3,0,3,-3,0
202503,18410000,2,1,33,-32,0.03
202503,18410000,V3,0,2,-2,0
202503,18460000,2,3,1,2,3
202503,18460001,2,0,1,-1,0
202503,18460001,3,0,1,-1,0
202503,18479000,2,2,1,1,2
202503,18479000,2S2,0,1,-1,0
202503,18479000,3S2,1,1,0,1
202503,18479000,3S3,0,8,-8,0
202503,18592000,2,23,72,-49,0.32
202503,18592000,3,0,5,-5,0
202503,18592000,3S2,0,3,-3,0
202503,18592000,3S3,0,14,-14,0
202503,18592000,CA,0,4,-4,0
202503,18610000,2,2,45,-43,0.04
202503,18610000,2S2,0,1,-1,0
202503,18610000,3S3,0,1,-1,0
202503,18610000,CA,1,2,-1,0.5
202503,18610001,2,0,4,-4,0
202503,18610002,CA,0,1,-1,0
202503,18753000,2,122,464,-342,0.26
202503,18753000,3,1,23,-22,0.04
202503,18753000,3S2,0,1,-1,0
202503,18753000,3S3,6,41,-35,0.15
202503,18753000,CA,1,34,-33,0.03
202503,18753000,V2,0,1,-1,0
202503,18753003,2,0,4,-4,0
202503,18753006,2,0,4,-4,0
202503,18756000,CA,0,2,-2,0
202503,18756008,2,1,7,-6,0.14
202503,18785000,2,10,11,-1,0.91
202503,18785000,3,0,34,-34,0
202503,18785000,3S3,0,3,-3,0
202503,18785000,CA,0,2,-2,0
202503,18860000,2,7,3,4,2.33
202503,18860000,2S2,0,1,-1,0
202503,18860000,3S2,0,2,-2,0
202503,18860000,3S3,0,2,-2,0
202503,18860000,CA,0,1,-1,0
202503,19001000,2,972,3645,-2673,0.27
202503,19001000,2R2,0,40,-40,0
202503,19001000,2S2,13,81,-68,0.16
202503,19001000,2S3,0,15,-15,0
202503,19001000,3,14,134,-120,0.1
202503,19001000,3S1,12,0,12,NA
202503,19001000,3S2,32,99,-67,0.32
202503,19001000,3S3,200,861,-661,0.23
202503,19001000,3S4,1,2,-1,0.5
202503,19001000,CA,416,936,-520,0.44
202503,19001000,V2,2,2,0,1
202503,19001000,V3,3,0,3,NA
202503,19001008,2,1,0,1,NA
202503,19022000,2,1,39,-38,0.03
202503,19050000,2,4,115,-111,0.03
202503,19050000,3,0,4,-4,0
202503,19050000,CA,0,13,-13,0
202503,19050000,V3,0,5,-5,0
202503,19050001,2,1,12,-11,0.08
202503,19050001,3,0,2,-2,0
202503,19050006,2,0,35,-35,0
202503,19050007,2,0,7,-7,0
202503,19050008,2,0,2,-2,0
202503,19050016,2,0,2,-2,0
202503,19075000,2,1,57,-56,0.02
202503,19075000,3S3,1,1,0,1
202503,19075000,CA,1,17,-16,0.06
202503,19075002,2,0,2,-2,0
202503,19100000,2,3,52,-49,0.06
202503,19100000,2S2,0,1,-1,0
202503,19100000,3,0,11,-11,0
202503,19100000,3S2,1,0,1,NA
202503,19100000,3S3,0,8,-8,0
202503,19100000,CA,0,4,-4,0
202503,19110000,2,1,21,-20,0.05
202503,19110000,2S2,0,2,-2,0
202503,19110000,3,0,2,-2,0
202503,19110000,3S3,0,1,-1,0
202503,19110000,CA,0,1,-1,0
202503,19110012,2,0,3,-3,0
202503,19110012,3S3,0,44,-44,0
202503,19110020,2,0,1,-1,0
202503,19130000,2,1,32,-31,0.03
202503,19130000,3,0,10,-10,0
202503,19130000,CA,0,33,-33,0
202503,19137000,2,0,17,-17,0
202503,19137000,3,0,4,-4,0
202503,19137000,CA,0,47,-47,0
202503,19137004,2,3,9,-6,0.33
202503,19137004,CA,1,2,-1,0.5
202503,19142000,2,1744,809,935,2.16
202503,19142000,2B1,0,1,-1,0
202503,19142000,2R2,1,0,1,NA
202503,19142000,2S1,0,3,-3,0
202503,19142000,2S2,176,129,47,1.36
202503,19142000,2S3,31,39,-8,0.79
202503,19142000,3,64,32,32,2
202503,19142000,3S2,237,171,66,1.39
202503,19142000,3S3,759,847,-88,0.9
202503,19142000,3S4,2,0,2,NA
202503,19142000,CA,182,209,-27,0.87
202503,19142004,2S2,0,2,-2,0
202503,19142004,3S2,1,1,0,1
202503,19142006,2,289,113,176,2.56
202503,19142006,2S2,20,6,14,3.33
202503,19142006,2S3,9,5,4,1.8
202503,19142006,3,3,0,3,NA
202503,19142006,3S2,113,51,62,2.22
202503,19142006,3S3,362,189,173,1.92
202503,19142006,CA,0,6,-6,0
202503,19142020,CA,0,2,-2,0
202503,19212000,2,0,135,-135,0
202503,19212000,3,0,5,-5,0
202503,19212000,3S3,1,2,-1,0.5
202503,19212000,CA,0,84,-84,0
202503,19256000,2,0,89,-89,0
202503,19256000,3,1,11,-10,0.09
202503,19256000,3S2,0,1,-1,0
202503,19256000,3S3,0,5,-5,0
202503,19256000,CA,1,16,-15,0.06
202503,19256018,2,0,5,-5,0
202503,19256018,2S2,0,1,-1,0
202503,19256018,3S3,0,2,-2,0
202503,19256018,CA,0,2,-2,0
202503,19290000,2,0,122,-122,0
202503,19290000,3,0,2,-2,0
202503,19290000,3S3,0,8,-8,0
202503,19290000,CA,0,3,-3,0
202503,19300000,2,335,97,238,3.45
202503,19300000,2S2,123,30,93,4.1
202503,19300000,2S3,26,19,7,1.37
202503,19300000,3S2,52,29,23,1.79
202503,19300000,3S3,208,172,36,1.21
202503,19300000,CA,51,11,40,4.64
202503,19300000,V2,0,5,-5,0
202503,19318000,2,0,7,-7,0
202503,19318000,CA,0,7,-7,0
202503,19318010,2,0,1,-1,0
202503,19355000,2,1,16,-15,0.06
202503,19355000,3,0,7,-7,0
202503,19355000,3S3,0,4,-4,0
202503,19355000,CA,0,1,-1,0
202503,19355012,2,4,17,-13,0.24
202503,19355012,3S2,0,1,-1,0
202503,19355012,CA,0,3,-3,0
202503,19364000,2,0,2,-2,0
202503,19364000,CA,0,1,-1,0
202503,19364002,2,0,1,-1,0
202503,19392000,2,1,22,-21,0.05
202503,19392000,CA,0,3,-3,0
202503,19397000,2,0,38,-38,0
202503,19397000,CA,0,7,-7,0
202503,19397002,2,0,1,-1,0
202503,19418000,CA,0,4,-4,0
202503,19418013,2,0,1,-1,0
202503,19418020,3S3,0,10,-10,0
202503,19418033,2,0,1,-1,0
202503,19450000,2,3,60,-57,0.05
202503,19450000,3S3,0,5,-5,0
202503,19450000,CA,0,3,-3,0
202503,19450019,2,1,6,-5,0.17
202503,19455000,2,44,171,-127,0.26
202503,19455000,2R2,0,4,-4,0
202503,19455000,2S2,16,10,6,1.6
202503,19455000,2S3,3,2,1,1.5
202503,19455000,3,4,4,0,1
202503,19455000,3S2,12,5,7,2.4
202503,19455000,3S3,480,113,367,4.25
202503,19455000,CA,1,84,-83,0.01
202503,19455005,2,88,4,84,22
202503,19455005,3S3,187,70,117,2.67
202503,19455005,CA,22,7,15,3.14
202503,19473000,2,1,55,-54,0.02
202503,19473000,3,0,4,-4,0
202503,19473000,3S2,1,2,-1,0.5
202503,19473000,3S3,0,8,-8,0
202503,19473000,CA,0,68,-68,0
202503,19513000,2,1,22,-21,0.05
202503,19513000,CA,0,2,-2,0
202503,19513003,2,0,1,-1,0
202503,19513003,CA,0,3,-3,0
202503,19517000,2,0,11,-11,0
202503,19517000,3,0,1,-1,0
202503,19517000,3S3,0,1,-1,0
202503,19517012,3S3,0,1,-1,0
202503,19517012,CA,0,1,-1,0
202503,19532000,2,7,234,-227,0.03
202503,19532000,2S2,0,1,-1,0
202503,19532000,3,0,2,-2,0
202503,19532000,3S2,3,2,1,1.5
202503,19532000,3S3,0,20,-20,0
202503,19532000,CA,25,53,-28,0.47
202503,19532005,2,2,7,-5,0.29
202503,19532008,2,0,40,-40,0
202503,19532008,3S3,0,2,-2,0
202503,19532008,CA,0,4,-4,0
202503,19532009,3,0,12,-12,0
202503,19532013,2,0,5,-5,0
202503,19532013,2S2,0,1,-1,0
202503,19532013,2S3,0,1,-1,0
202503,19532013,3S3,0,16,-16,0
202503,19532013,CA,0,1,-1,0
202503,19532020,2,1,0,1,NA
202503,19532021,CA,0,2,-2,0
202503,19533000,2,1,13,-12,0.08
202503,19533000,3,1,0,1,NA
202503,19533000,3S2,1,0,1,NA
202503,19533000,CA,1,1,0,1
202503,19548000,2,21,159,-138,0.13
202503,19548000,2R2,0,1,-1,0
202503,19548000,2S2,0,3,-3,0
202503,19548000,3,3,1,2,3
202503,19548000,3S3,0,24,-24,0
202503,19548000,CA,1,52,-51,0.02
202503,19548001,2,0,1,-1,0
202503,19548001,CA,0,1,-1,0
202503,19573000,2,1422,503,919,2.83
202503,19573000,2B1,12,1,11,12
202503,19573000,2R2,7,5,2,1.4
202503,19573000,2S2,230,110,120,2.09
202503,19573000,2S3,29,31,-2,0.94
202503,19573000,3,27,19,8,1.42
202503,19573000,3S2,83,137,-54,0.61
202503,19573000,3S3,1490,489,1001,3.05
202503,19573000,3S4,3,2,1,1.5
202503,19573000,4,0,1,-1,0
202503,19573000,CA,102,157,-55,0.65
202503,19573000,V2,1,0,1,NA
202503,19585000,2,0,11,-11,0
202503,19585000,CA,0,5,-5,0
202503,19585001,2,0,5,-5,0
202503,19585001,CA,0,3,-3,0
202503,19585004,2,0,7,-7,0
202503,19585004,CA,0,2,-2,0
202503,19622000,2,2,25,-23,0.08
202503,19622000,2S2,1,0,1,NA
202503,19622000,3S2,1,0,1,NA
202503,19622000,CA,0,25,-25,0
202503,19693000,2,0,6,-6,0
202503,19693001,2,0,1,-1,0
202503,19698000,2,661,1482,-821,0.45
202503,19698000,2B1,4,0,4,NA
202503,19698000,2R2,0,1,-1,0
202503,19698000,2S1,0,4,-4,0
202503,19698000,2S2,199,80,119,2.49
202503,19698000,2S3,39,20,19,1.95
202503,19698000,3,14,91,-77,0.15
202503,19698000,3S1,0,2,-2,0
202503,19698000,3S2,104,73,31,1.42
202503,19698000,3S3,225,554,-329,0.41
202503,19698000,3S4,2,3,-1,0.67
202503,19698000,4,0,1,-1,0
202503,19698000,CA,28,571,-543,0.05
202503,19698000,V2,3,0,3,NA
202503,19698000,V3,2,0,2,NA
202503,19698007,2,13,42,-29,0.31
202503,19698007,2S2,0,1,-1,0
202503,19698007,3,0,1,-1,0
202503,19698007,3S3,0,1,-1,0
202503,19698007,CA,1,21,-20,0.05
202503,19698020,2,0,1,-1,0
202503,19698036,2,1,0,1,NA
202503,19698036,CA,1,0,1,NA
202503,19701000,2,3,6,-3,0.5
202503,19701000,3,0,1,-1,0
202503,19701000,3S2,2,0,2,NA
202503,19701000,3S3,0,4,-4,0
202503,19701000,3S4,1,1,0,1
202503,19701006,2,0,2,-2,0
202503,19701006,V2,2,0,2,NA
202503,19743000,2,0,43,-43,0
202503,19743000,3,0,1,-1,0
202503,19743000,CA,0,22,-22,0
202503,19760000,2,0,2,-2,0
202503,19780000,2,2,84,-82,0.02
202503,19780000,2S2,1,1,0,1
202503,19780000,3,1,13,-12,0.08
202503,19780000,3S3,0,5,-5,0
202503,19780000,3S4,0,4,-4,0
202503,19780000,CA,1,23,-22,0.04
202503,19780001,2,0,4,-4,0
202503,19780009,2,0,1,-1,0
202503,19785000,2,1,12,-11,0.08
202503,19785001,CA,0,2,-2,0
202503,19785011,3S3,1,0,1,NA
202503,19807000,2,12,192,-180,0.06
202503,19807000,2S2,0,2,-2,0
202503,19807000,2S3,0,1,-1,0
202503,19807000,3S3,3,7,-4,0.43
202503,19807000,CA,1,73,-72,0.01
202503,19807009,2,1,2,-1,0.5
202503,19807012,2,0,2,-2,0
202503,19809000,2,0,1,-1,0
202503,19809000,CA,0,4,-4,0
202503,19821000,2,0,31,-31,0
202503,19821000,CA,0,2,-2,0
202503,19821007,2,0,3,-3,0
202503,19824000,2,1,12,-11,0.08
202503,19824000,CA,0,1,-1,0
202503,19845000,2,1867,493,1374,3.79
202503,19845000,2S2,523,123,400,4.25
202503,19845000,2S3,49,37,12,1.32
202503,19845000,3,24,5,19,4.8
202503,19845000,3S1,4,0,4,NA
202503,19845000,3S2,133,246,-113,0.54
202503,19845000,3S3,167,763,-596,0.22
202503,19845000,4,2,0,2,NA
202503,19845000,CA,139,166,-27,0.84
202503,20001000,2,3103,5586,-2483,0.56
202503,20001000,2B1,0,3,-3,0
202503,20001000,2R2,97,8,89,12.12
202503,20001000,2S1,0,1,-1,0
202503,20001000,2S2,28,218,-190,0.13
202503,20001000,2S3,15,125,-110,0.12
202503,20001000,3,51,181,-130,0.28
202503,20001000,3S1,0,1,-1,0
202503,20001000,3S2,145,421,-276,0.34
202503,20001000,3S3,426,1814,-1388,0.23
202503,20001000,3S4,3,0,3,NA
202503,20001000,4,0,14,-14,0
202503,20001000,CA,376,650,-274,0.58
202503,20001001,2,2,3,-1,0.67
202503,20001001,3S3,2,2,0,1
202503,20001002,2,0,4,-4,0
202503,20001003,2,1,3,-2,0.33
202503,20001003,3S3,0,2,-2,0
202503,20001005,2,0,5,-5,0
202503,20001005,3S3,1,2,-1,0.5
202503,20001009,2,0,2,-2,0
202503,20001012,2,5,0,5,NA
202503,20001012,3S3,0,1,-1,0
202503,20001013,2,16,15,1,1.07
202503,20001013,2S2,4,0,4,NA
202503,20001013,3S2,1,0,1,NA
202503,20001013,3S3,3,0,3,NA
202503,20001013,V2,0,1,-1,0
202503,20001013,V3R3,7,0,7,NA
202503,20001014,3S2,0,1,-1,0
202503,20001018,2,6,7,-1,0.86
202503,20001018,2S2,0,1,-1,0
202503,20001018,2S3,0,1,-1,0
202503,20001018,3S2,0,1,-1,0
202503,20001018,3S3,2,4,-2,0.5
202503,20001018,CA,0,1,-1,0
202503,20001025,2,3,0,3,NA
202503,20001025,3S2,2,0,2,NA
202503,20001027,3,0,1,-1,0
202503,20001031,2,6,6,0,1
202503,20001031,CA,0,1,-1,0
202503,20001032,2,0,6,-6,0
202503,20001039,2,0,1,-1,0
202503,20011000,2,362,1640,-1278,0.22
202503,20011000,2S2,2,11,-9,0.18
202503,20011000,2S3,0,19,-19,0
202503,20011000,3,23,136,-113,0.17
202503,20011000,3S2,299,244,55,1.23
202503,20011000,3S2S3,0,1,-1,0
202503,20011000,3S3,349,4219,-3870,0.08
202503,20011000,3S4,7,3,4,2.33
202503,20011000,CA,69,199,-130,0.35
202503,20011000,V3,32,11,21,2.91
202503,20011000,V4,0,88,-88,0
202503,20011010,3S3,0,15,-15,0
202503,20011014,2,0,1,-1,0
202503,20011014,3S3,0,1,-1,0
202503,20011021,2,0,13,-13,0
202503,20013000,2,74,360,-286,0.21
202503,20013000,2S2,3,0,3,NA
202503,20013000,2S3,0,1,-1,0
202503,20013000,3,1,1,0,1
202503,20013000,3S2,28,3,25,9.33
202503,20013000,3S3,409,656,-247,0.62
202503,20013000,3S4,0,2,-2,0
202503,20013000,CA,24,66,-42,0.36
202503,20013002,2,1,13,-12,0.08
202503,20032000,2,9,62,-53,0.15
202503,20032000,2S2,2,0,2,NA
202503,20032000,2S3,0,1,-1,0
202503,20032000,3S2,0,2,-2,0
202503,20032000,3S3,2,13,-11,0.15
202503,20032000,CA,0,7,-7,0
202503,20032001,2,0,2,-2,0
202503,20032001,3S3,5,2,3,2.5
202503,20032001,3S4,1,0,1,NA
202503,20045000,2,39,149,-110,0.26
202503,20045000,2S2,1,0,1,NA
202503,20045000,2S3,2,0,2,NA
202503,20045000,3S2,0,1,-1,0
202503,20045000,3S3,1,78,-77,0.01
202503,20045000,3S4,0,1,-1,0
202503,20045000,CA,0,19,-19,0
202503,20045001,2,1,2,-1,0.5
202503,20060000,2,311,404,-93,0.77
202503,20060000,2R2,0,1,-1,0
202503,20060000,2S1,0,1,-1,0
202503,20060000,2S2,5,16,-11,0.31
202503,20060000,2S3,4,10,-6,0.4
202503,20060000,3,53,14,39,3.79
202503,20060000,3S1,0,12,-12,0
202503,20060000,3S2,34,197,-163,0.17
202503,20060000,3S2S3,1,0,1,NA
202503,20060000,3S3,179,256,-77,0.7
202503,20060000,3S4,2,1,1,2
202503,20060000,CA,35,38,-3,0.92
202503,20060000,V2,0,7,-7,0
202503,20060000,V3,4,5,-1,0.8
202503,20060004,2,0,1,-1,0
202503,20060004,3S3,1,0,1,NA
202503,20175000,2,14,59,-45,0.24
202503,20175000,3,0,1,-1,0
202503,20175000,3S3,1,7,-6,0.14
202503,20175000,CA,0,8,-8,0
202503,20175009,2,0,1,-1,0
202503,20175010,2,0,1,-1,0
202503,20175010,3S3,2,3,-1,0.67
202503,20175011,CA,1,9,-8,0.11
202503,20175016,2,1,1,0,1
202503,20175016,3S3,1,1,0,1
202503,20178000,2,29,95,-66,0.31
202503,20178000,3,0,4,-4,0
202503,20178000,3S2,0,11,-11,0
202503,20178000,3S3,4,30,-26,0.13
202503,20178000,3S4,1,0,1,NA
202503,20178000,CA,1,6,-5,0.17
202503,20178006,3S3,1,3,-2,0.33
202503,20178008,2,1,2,-1,0.5
202503,20178008,3S3,0,2,-2,0
202503,20178014,2,3,0,3,NA
202503,20178014,3S3,0,1,-1,0
202503,20178018,2,0,1,-1,0
202503,20228000,2,69,332,-263,0.21
202503,20228000,2S2,1,0,1,NA
202503,20228000,2S3,1,0,1,NA
202503,20228000,3,2,6,-4,0.33
202503,20228000,3S2,2,2,0,1
202503,20228000,3S3,32,67,-35,0.48
202503,20228000,3S4,0,3,-3,0
202503,20228000,CA,1,21,-20,0.05
202503,20228001,2,0,1,-1,0
202503,20228002,2,2,0,2,NA
202503,20228002,3S2,0,1,-1,0
202503,20228002,3S3,34,48,-14,0.71
202503,20228003,2,0,1,-1,0
202503,20228006,2,0,1,-1,0
202503,20228006,2S2,0,1,-1,0
202503,20228010,2,1,3,-2,0.33
202503,20228011,3S3,0,1,-1,0
202503,20238000,2,22,154,-132,0.14
202503,20238000,2S2,1,1,0,1
202503,20238000,2S3,0,1,-1,0
202503,20238000,3S2,3,2,1,1.5
202503,20238000,3S3,112,47,65,2.38
202503,20238000,CA,0,10,-10,0
202503,20238002,3S3,0,2,-2,0
202503,20238003,2,0,3,-3,0
202503,20238003,3,0,1,-1,0
202503,20238003,CA,0,1,-1,0
202503,20250000,2,20,122,-102,0.16
202503,20250000,2S2,5,2,3,2.5
202503,20250000,2S3,2,0,2,NA
202503,20250000,3S2,0,3,-3,0
202503,20250000,3S3,59,200,-141,0.3
202503,20250000,3S4,1,6,-5,0.17
202503,20250000,CA,0,14,-14,0
202503,20250001,2,0,2,-2,0
202503,20250001,3S3,0,1,-1,0
202503,20250002,2,74,144,-70,0.51
202503,20250002,2R2,0,1,-1,0
202503,20250002,2S2,2,6,-4,0.33
202503,20250002,2S3,0,3,-3,0
202503,20250002,3,0,2,-2,0
202503,20250002,3S2,1,5,-4,0.2
202503,20250002,3S3,104,472,-368,0.22
202503,20250002,3S4,0,4,-4,0
202503,20250002,CA,4,16,-12,0.25
202503,20250002,V3,0,1,-1,0
202503,20250002,V3R3,3,0,3,NA
202503,20250003,2,0,1,-1,0
202503,20250003,3S3,2,3,-1,0.67
202503,20250004,2,3,8,-5,0.38
202503,20250004,3S2,15,0,15,NA
202503,20250004,3S3,0,90,-90,0
202503,20295000,2,13,96,-83,0.14
202503,20295000,2S2,0,3,-3,0
202503,20295000,2S3,0,2,-2,0
202503,20295000,3,1,0,1,NA
202503,20295000,3S2,0,2,-2,0
202503,20295000,3S3,24,92,-68,0.26
202503,20295000,CA,0,10,-10,0
202503,20295000,V2,0,10,-10,0
202503,20295000,V3,0,38,-38,0
202503,20295000,V4,0,60,-60,0
202503,20295005,3S2,0,1,-1,0
202503,20295005,3S3,1,1,0,1
202503,20310000,2,0,2,-2,0
202503,20383000,2,2,56,-54,0.04
202503,20383000,2S2,0,1,-1,0
202503,20383000,2S3,4,0,4,NA
202503,20383000,3,18,1,17,18
202503,20383000,3S1,0,1,-1,0
202503,20383000,3S2,9,38,-29,0.24
202503,20383000,3S3,318,1936,-1618,0.16
202503,20383000,CA,1,4,-3,0.25
202503,20383000,V3,0,32,-32,0
202503,20383001,2,0,3,-3,0
202503,20383001,3S2,2,25,-23,0.08
202503,20383001,3S3,79,714,-635,0.11
202503,20383005,2,0,1,-1,0
202503,20383006,2,13,0,13,NA
202503,20383006,3,0,2,-2,0
202503,20383006,3S3,0,7,-7,0
202503,20383010,2,3,6,-3,0.5
202503,20383010,2S2,0,4,-4,0
202503,20383010,2S3,0,1,-1,0
202503,20383010,3S3,19,108,-89,0.18
202503,20383010,CA,0,1,-1,0
202503,20400000,2,60,292,-232,0.21
202503,20400000,2S2,32,33,-1,0.97
202503,20400000,2S3,6,7,-1,0.86
202503,20400000,3,0,5,-5,0
202503,20400000,3S2,23,178,-155,0.13
202503,20400000,3S3,556,428,128,1.3
202503,20400000,CA,6,55,-49,0.11
202503,20400000,V3,0,4,-4,0
202503,20400001,2,0,2,-2,0
202503,20400002,2,0,15,-15,0
202503,20400002,3S3,0,1,-1,0
202503,20443000,2,5,45,-40,0.11
202503,20443000,3,0,4,-4,0
202503,20443000,3S3,3,4,-1,0.75
202503,20517000,2,47,110,-63,0.43
202503,20517000,2S3,1,3,-2,0.33
202503,20517000,3,1,2,-1,0.5
202503,20517000,3S2,0,1,-1,0
