MES,RUTA_CONFIGURACION,VALOR_MERCADO,UTILIZACION_MERCADO,NUM_VIAJES_MERCADO,VALOR_REMESAS,UTILIZACION_REMESAS,NUM_VIAJES_REMESAS, VALOR_PROMEDIO_MERCADO ,RUTA_ANALISIS,CONFIGURACION_ANALISIS,CODIGO_ORIGEN,CODIGO_DESTINO
202504,5756033-5042000-3S2,2928655.857,1.049700461,1,2928655.857,1.049285714,14,3104375.209,5756033-5042000,3S2,5756033,5042000
202504,5756033-5042000-3S3,3012208,0.992647059,1,3012208,0.99,1,3192940.48,5756033-5042000,3S3,5756033,5042000
202504,5756033-5045000-3S3,4585033.2,1.005882353,5,4672138.929,1.007142857,14,4915534.435,5756033-5045000,3S3,5756033,5045000
202504,5756033-50568000-3S3,5579062.5,0.996323529,1,5579062.5,0.995,2,5913806.25,5756033-50568000,3S3,5756033,50568000
202504,5756033-5059000-3S3,4204848,1,1,4204848,1.03,1,4457138.88,5756033-5059000,3S3,5756033,5059000
202504,5756033-50590000-3S3,6244100,1,1,6244100,1,1,6618746,5756033-50590000,3S3,5756033,50590000
202504,5756033-5088000-3S2,1981975.091,1.051730205,1,1980294.5,1.052,10,2099824.741,5756033-5088000,3S2,5756033,5088000
202504,5756033-5088000-3S3,1636588.727,1.010393281,6,1985023.323,1.00516129,31,1956388.453,5756033-5088000,3S3,5756033,5088000
202504,5756033-5093000-3,2219735,1.09375,1,2219735,1.09,1,2352919.1,5756033-5093000,3,5756033,5093000
202504,5756033-5101000-3S3,3579163,1,1,3579163,1,1,3793912.78,5756033-5101000,3S3,5756033,5101000
202504,5756033-5113000-3S2,3262869.964,1.044193548,1,3262869.964,1.043454545,55,3458642.161,5756033-5113000,3S2,5756033,5113000
202504,5756033-5129000-3S2,2417104.778,1.055089606,1,2417104.778,1.056666667,9,2562131.064,5756033-5129000,3S2,5756033,5129000
202504,5756033-5129000-3S3,2281243,1.058823529,1,2281243,1.06,1,2418117.58,5756033-5129000,3S3,5756033,5129000
202504,5756033-5138000-3S2,3183733.471,1.05402277,1,3183733.353,1.055882353,17,3374757.404,5756033-5138000,3S2,5756033,5138000
202504,5756033-5138000-3S3,3476488.231,1.039966063,1,3469440.778,1.03962963,27,3680595.345,5756033-5138000,3S3,5756033,5138000
202504,5756033-5147000-3S3,4050080,1,1,4079860,1.01,2,4312024.88,5756033-5147000,3S3,5756033,5147000
202504,5756033-5148000-3S3,1126129.417,1,4,1542062.182,1,11,1458230.42,5756033-5148000,3S3,5756033,5148000
202504,5756033-5172000-3S3,4726500,1.014705882,1,4726500,1.01,1,5010090,5756033-5172000,3S3,5756033,5172000
202504,5756033-5212000-3S3,1029059.75,0.997830882,2,2058119.5,0.995,2,1745285.336,5756033-5212000,3S3,5756033,5212000
202504,5756033-5234000-3S3,2786476.428,1.014820466,3,3967657.96,0.943,50,3704896.468,5756033-5234000,3S3,5756033,5234000
202504,5756033-5264000-3S3,2963971.25,1.044095588,1,2972289.4,0.818,5,3147099.868,5756033-5264000,3S3,5756033,5264000
202504,5756033-5266000-3S2,2153952,1.04516129,1,2153951.5,1.045,2,2283188.802,5756033-5266000,3S2,5756033,5266000
202504,5756033-5266000-3S3,1917777,1,2,1965601.333,1,3,2063259.896,5756033-5266000,3S3,5756033,5266000
202504,5756033-5282000-3,1885929,1.088541667,1,1885928.333,1.086666667,3,1999084.316,5756033-5282000,3,5756033,5282000
202504,5756033-5306000-3S3,2836592,1.011764706,1,2836592,1.01,1,3006787.52,5756033-5306000,3S3,5756033,5306000
202504,5756033-5308000-3S2,2258534.143,1.074239631,2,2311820.933,1.048666667,15,2427936.59,5756033-5308000,3S2,5756033,5308000
202504,5756033-5308000-3S3,1799842.738,1.01844323,5,2168189.333,1.011428571,21,2142101.737,5756033-5308000,3S3,5756033,5308000
202504,5756033-5318000-3,1324661.75,1.078125,2,1251628.333,1.08,3,1357692.202,5756033-5318000,3,5756033,5318000
202504,5756033-5318000-3S2,1854240.051,1.042455523,3,1903980.8,1.048666667,15,1997129.57,5756033-5318000,3S2,5756033,5318000
202504,5756033-5318000-3S3,777214.5833,0.997668199,4,1726384.286,1.011428571,7,1427519.389,5756033-5318000,3S3,5756033,5318000
202504,5756033-5360000-3S2,2207816,1.053548387,1,2208372.706,1.052941176,17,2340639.025,5756033-5360000,3S2,5756033,5360000
202504,5756033-5360000-3S3,2021390.88,1.008428922,5,1995259.296,1.017777778,27,2126054.646,5756033-5360000,3S3,5756033,5360000
202504,5756033-5361000-3,2857510.333,1.080208333,1,2857510.333,1.08,3,3028960.953,5756033-5361000,3,5756033,5361000
202504,5756033-5361000-3S3,3510752,1,1,3510752,1,8,3721397.12,5756033-5361000,3S3,5756033,5361000
202504,5756033-5376000-3,1120372.727,1.015113636,2,669516.6667,0.921666667,12,900850.6364,5756033-5376000,3,5756033,5376000
202504,5756033-5376000-3S2,1813615.5,1.04266129,2,1814222.667,1.04,3,1922818.588,5756033-5376000,3S2,5756033,5376000
202504,5756033-5376000-3S3,1616581.438,1.017761029,6,1964049.313,1.0325,16,1934565.892,5756033-5376000,3S3,5756033,5376000
202504,5756033-5380000-3S2,2205386.391,1.053012087,2,2204842.689,1.052666667,45,2337363.78,5756033-5380000,3S2,5756033,5380000
202504,5756033-5380000-3S3,2439256.294,1.025204737,3,2390253.929,1.03452381,42,2554446.167,5756033-5380000,3S3,5756033,5380000
202504,5756033-5390000-3,2258136,1.09375,1,2258135.667,1.09,3,2393623.948,5756033-5390000,3,5756033,5390000
202504,5756033-5400000-3S3,1990478,1.029411765,1,1990478,1.03,1,2109906.68,5756033-5400000,3S3,5756033,5400000
202504,5756033-54001000-3S3,4454058.104,1.0116864,6,4288087.786,1.003571429,56,4615744.468,5756033-54001000,3S3,5756033,54001000
202504,5756033-54003000-3S3,3903773.833,0.99877451,3,4041169.625,0.99625,8,4225383.987,5756033-54003000,3S3,5756033,54003000
202504,5756033-54174000-3S2,4166768,1.096774194,1,4166768,1.1,1,4416774.08,5756033-54174000,3S2,5756033,54174000
202504,5756033-54174000-3S3,4249250,1.014705882,2,4302833.333,1,3,4538284,5756033-54174000,3S3,5756033,54174000
202504,5756033-5425000-3,2305060,1.09375,2,2354236.714,1.085714286,7,2474639.99,5756033-5425000,3,5756033,5425000
202504,5756033-54261000-3S2,5856077.5,1.058048387,2,5856077.5,1.015,2,6207442.15,5756033-54261000,3S2,5756033,54261000
202504,5756033-54261000-3S3,7677834.4,1.006651961,5,5538753.091,1.010909091,11,6778048.751,5756033-54261000,3S3,5756033,54261000
202504,5756033-5440000-3,896227.5,1.09375,1,896227,1.09,2,950000.832,5756033-5440000,3,5756033,5440000
202504,5756033-5440000-3S2,1470380.769,1.054036394,2,1467900,1.0825,16,1557025.846,5756033-5440000,3S2,5756033,5440000
202504,5756033-5440000-3S3,1517563.716,1.048084445,3,1399164.858,1.041327434,113,1533315.866,5756033-5440000,3S3,5756033,5440000
202504,5756033-54405000-3S3,4079048,1,1,4079048,1,1,4323790.88,5756033-54405000,3S3,5756033,54405000
202504,5756033-54498000-3S3,3789069.812,0.999717195,3,3847576.852,0.998888889,27,4053624.478,5756033-54498000,3S3,5756033,54498000
202504,5756033-54518000-3S3,4039625,1,2,4007750,1,3,4261730,5756033-54518000,3S3,5756033,54518000
202504,5756033-5480000-3S3,2466666.667,1,2,5150000,1,2,4321266.667,5756033-5480000,3S3,5756033,5480000
202504,5756033-5579000-3,1346814,1.0625,1,1346814,1.06,1,1427622.84,5756033-5579000,3,5756033,5579000
202504,5756033-5579000-3S3,1855430.6,0.75025,2,1746415,0.845,6,1897422.514,5756033-5579000,3S3,5756033,5579000
202504,5756033-5585000-3,1385160,1.09375,1,1385160,1.09,1,1468269.6,5756033-5585000,3,5756033,5585000
202504,5756033-5585000-3S3,331930.6667,1,3,995792,1,1,774062.3147,5756033-5585000,3S3,5756033,5585000
202504,5756033-5591000-3,440295.3333,1.006333333,3,660442.8333,1.045,6,606726.8633,5756033-5591000,3,5756033,5591000
202504,5756033-5591000-3S2,554445.5556,1.052078853,1,554445.5556,1.05,9,587712.2889,5756033-5591000,3S2,5756033,5591000
202504,5756033-5591000-3S3,846354.5,0.611694118,4,1128472.667,0.81,3,1076562.924,5756033-5591000,3S3,5756033,5591000
202504,5756033-5591002-3,533645,1.0625,1,533645,1.06,4,565663.7,5756033-5591002,3,5756033,5591002
202504,5756033-5591004-3,307369.9216,1.060723039,2,307431.7,0.9955,20,325851.4079,5756033-5591004,3,5756033,5591004
202504,5756033-5591004-3S3,405010,1,1,405010,1,1,429310.6,5756033-5591004,3S3,5756033,5591004
202504,5756033-5604000-3,2712007.5,1.078125,2,2365883.25,1.0615,20,2654592.927,5756033-5604000,3,5756033,5604000
202504,5756033-5604000-3S3,1998159,1.014705882,2,3996318,1.03,1,3388877.664,5756033-5604000,3S3,5756033,5604000
202504,5756033-5604001-3,2332287,1.0625,1,2332287,1.06,1,2472224.22,5756033-5604001,3,5756033,5604001
202504,5756033-5604001-3S2,4167668.5,1.050483871,1,4167668.5,1.055,2,4417728.61,5756033-5604001,3S2,5756033,5604001
202504,5756033-5604005-3,2247984,1.0625,1,2247984,1.06,9,2382863.04,5756033-5604005,3,5756033,5604005
202504,5756033-5604005-3S2,3691533.462,1.05044665,1,3691533.462,1.05,13,3913025.469,5756033-5604005,3S2,5756033,5604005
202504,5756033-5615000-3,913121.9048,0.980553075,3,1380251.667,0.980833333,12,1265003.748,5756033-5615000,3,5756033,5615000
202504,5756033-5615000-3S2,1729097.783,1.03891129,2,1704242.968,1.049032258,31,1817035.988,5756033-5615000,3S2,5756033,5615000
202504,5756033-5615000-3S3,827502.3524,0.997906938,6,1561199.707,0.927586207,58,1343784.011,5756033-5615000,3S3,5756033,5615000
202504,5756033-5631000-3,1681300,1.0625,1,1681300,1.12,1,1782178,5756033-5631000,3,5756033,5631000
202504,5756033-5631000-3S2,2222247.667,1.062741935,1,2222247.667,1.048333333,6,2355582.527,5756033-5631000,3S2,5756033,5631000
202504,5756033-5631000-3S3,2038381.867,1.017541659,6,2098685.256,1.014651163,43,2199037.734,5756033-5631000,3S3,5756033,5631000
202504,5756033-5647000-3S3,3878432.75,1.052955882,1,3878432.75,1.04875,16,4111138.715,5756033-5647000,3S3,5756033,5647000
202504,5756033-5649000-3,1347602.8,1.071875,2,1445934.571,1.072857143,7,1490997.975,5756033-5649000,3,5756033,5649000
202504,5756033-5652000-3,863040,1.0625,1,863040,1.06,2,914822.4,5756033-5652000,3,5756033,5652000
202504,5756033-5660000-3,725090,1.0921875,1,725089.5,1.09,2,768595.082,5756033-5660000,3,5756033,5660000
202504,5756033-5664000-3S3,2188411,1.005882353,3,2232621.5,1.0175,4,2347833.538,5756033-5664000,3S3,5756033,5664000
202504,5756033-5686000-3S3,1610020,1,3,2402390,0.963333333,3,2210568.52,5756033-5686000,3S3,5756033,5686000
202504,5756033-5690000-3,1933750,1.09375,1,1933750,1.09,1,2049775,5756033-5690000,3,5756033,5690000
202504,5756033-5690000-3S3,150000,0.988970588,2,300000,0.98,1,254400,5756033-5690000,3S3,5756033,5690000
202504,5756033-5697000-3S3,923413.7333,0.999632353,5,1196192,0.996666667,12,1152305.535,5756033-5697000,3S3,5756033,5697000
202504,5756033-5736000-3,2664185.611,1.074166667,3,2421549.048,0.836666667,21,2669719.893,5756033-5736000,3,5756033,5736000
202504,5756033-5736002-3,3056711,1.125,1,3056711,1.12,1,3240113.66,5756033-5736002,3,5756033,5736002
202504,5756033-5756000-3,2983172.5,1.09375,1,2983172,1.09,4,3162162.532,5756033-5756000,3,5756033,5756000
202504,5756033-5756030-3,393300,1.125,1,393300,1.12,1,416898,5756033-5756030,3,5756033,5756030
202504,5756033-5789000-3,2353531,1.0625,1,2353531,1.06,1,2494742.86,5756033-5789000,3,5756033,5789000
202504,5756033-5792000-3S2,2908750,1.048387097,1,2908750,1.05,2,3083275,5756033-5792000,3S2,5756033,5792000
202504,5756033-5792000-3S3,3165689.583,1.040318627,2,3163288,1.04,5,3354103.551,5756033-5792000,3S3,5756033,5792000
202504,5756033-5819000-3,2822665,1.0625,1,2822665,1.06,14,2992024.9,5756033-5819000,3,5756033,5819000
202504,5756033-5819000-3S2,3970496.435,1.050385694,1,3970496.435,1.05,46,4208726.221,5756033-5819000,3S2,5756033,5819000
202504,5756033-5819000-3S3,4296597.321,1.036785714,1,4296597.321,1.036785714,28,4554393.161,5756033-5819000,3S3,5756033,5819000
202504,5756033-5819002-3S2,3594441.571,1.057004608,1,3594441.571,1.057142857,7,3810108.066,5756033-5819002,3S2,5756033,5819002
202504,5756033-5819002-3S3,3712130,0.995294118,1,3712130,0.995,2,3934857.8,5756033-5819002,3S3,5756033,5819002
202504,5756033-5837000-3S3,3332236,1.004901961,3,4998354,1.01,2,4591821.208,5756033-5837000,3S3,5756033,5837000
202504,5756033-5837002-3S2,3591383.933,1.041793642,3,5392378.4,1.03925,40,4952299.45,5756033-5837002,3S2,5756033,5837002
202504,5756033-5837002-3S3,3767123.31,0.992654925,3,5649118.724,0.991724138,29,5190099.792,5756033-5837002,3S3,5756033,5837002
202504,5756033-5858000-3,1938194,1.0625,1,1938194,1.06,2,2054485.64,5756033-5858000,3,5756033,5858000
202504,5756033-5858000-3S2,3033570.452,1.049687825,1,3033570.452,1.049677419,31,3215584.679,5756033-5858000,3S2,5756033,5858000
202504,5756033-5858000-3S3,3273613,1.031764706,1,3273613,1.03,1,3470029.78,5756033-5858000,3S3,5756033,5858000
202504,5756033-5861000-3,1935564.333,1.09375,1,1935564,1.09,3,2051697.981,5756033-5861000,3,5756033,5861000
202504,5756033-5861002-3S2,2626101.75,1.049596774,1,2626101.25,1.05,4,2783667.537,5756033-5861002,3S2,5756033,5861002
202504,5756033-5887000-3S3,3308820,1.00245098,2,3308820,1,2,3507349.2,5756033-5887000,3S3,5756033,5887000
202504,5756033-5893000-3,2314845,1.0625,1,2314845,1.06,1,2453735.7,5756033-5893000,3,5756033,5893000
202504,5756033-5893000-3S3,2752510,1,1,2752510,1,2,2917660.6,5756033-5893000,3S3,5756033,5893000
202504,5756033-5895000-3S3,3859850,1,1,3859850,1,1,4091441,5756033-5895000,3S3,5756033,5895000
202504,5756033-63001000-3S2,4087489.333,1.053010753,1,4087489.333,1.053333333,9,4332738.693,5756033-63001000,3S2,5756033,63001000
202504,5756033-63001000-3S3,3416446.068,1.016878649,5,3234324.024,1.004390244,82,3505603.213,5756033-63001000,3S3,5756033,63001000
202504,5756033-63470000-3S2,4271961.4,1.049419355,1,4271961.4,1.048,5,4528279.084,5756033-63470000,3S2,5756033,63470000
202504,5756033-63594000-3S3,3240595,1,1,3240595,1,3,3435030.7,5756033-63594000,3S3,5756033,63594000
202504,5756033-66001000-3S2,3899993.607,1.042114055,2,4504684.31,1.05,29,4518576.511,5756033-66001000,3S2,5756033,66001000
202504,5756033-66001000-3S3,3256321.457,0.999286695,5,3143135.611,0.992777778,18,3379714.546,5756033-66001000,3S3,5756033,66001000
202504,5756033-66001053-3S3,3074250,1,1,3074250,1,4,3258705,5756033-66001053,3S3,5756033,66001053
202504,5756033-66170000-3S2,3264476,1.096774194,1,3264476,1.03,1,3460344.56,5756033-66170000,3S2,5756033,66170000
202504,5756033-66170000-3S3,3168000.9,1.006040305,6,2977749.744,1.002435897,78,3237081.219,5756033-66170000,3S3,5756033,66170000
202504,5756033-66400000-3S2,4028369,1.096774194,1,4028369,1,1,4270071.14,5756033-66400000,3S2,5756033,66400000
202504,5756033-66400000-3S3,3717360.01,1.01980063,4,3877627.875,1.02875,24,4042331.973,5756033-66400000,3S3,5756033,66400000
202504,5756033-66572000-3S2,5290918.667,1.057419355,1,5290918.667,1.056666667,3,5608373.787,5756033-66572000,3S2,5756033,66572000
202504,5756033-66572000-3S3,5396640.25,0.983382353,1,5396640.25,0.985,4,5720438.665,5756033-66572000,3S3,5756033,66572000
202504,5756033-68001000-3S2,3187925,1.054731183,2,3182400,1.0525,4,3375686.6,5756033-68001000,3S2,5756033,68001000
202504,5756033-68001000-3S3,3116528.579,1.010281731,7,3184073.172,1.010625,64,3346478.655,5756033-68001000,3S3,5756033,68001000
202504,5756033-68081000-3,2002500,0.9375,1,2002500,1.12,2,2122650,5756033-68081000,3,5756033,68081000
202504,5756033-68081000-3S2,3396141.5,1.058637097,4,3806774.818,1.045454545,22,3861072.78,5756033-68081000,3S2,5756033,68081000
202504,5756033-68081000-3S3,2702549.645,1.008243945,5,2473394.263,0.989736842,38,2718959.801,5756033-68081000,3S3,5756033,68081000
202504,5756033-68162000-3S3,2599173.5,1,2,5198347,1,1,4408198.256,5756033-68162000,3S3,5756033,68162000
202504,5756033-68190000-3,1934002,1.0625,2,1934002,1.06,2,2050042.12,5756033-68190000,3,5756033,68190000
202504,5756033-68190000-3S3,2080939,0.999617647,1,2080939,0.71,2,2205795.34,5756033-68190000,3S3,5756033,68190000
202504,5756033-68235000-3,2041463.714,1.062410714,1,2041463.714,1.038571429,7,2163951.537,5756033-68235000,3,5756033,68235000
202504,5756033-68307000-3S3,3447190.593,1.011722097,3,3618019.167,1.025833333,12,3762669.001,5756033-68307000,3S3,5756033,68307000
202504,5756033-68385000-3,2654159,1.0625,1,2654159,1.06,1,2813408.54,5756033-68385000,3,5756033,68385000
202504,5756033-68406000-3S3,2273417,0.882352941,1,2273417,0.88,2,2409822.02,5756033-68406000,3S3,5756033,68406000
202504,5756033-68406015-3S3,2576539,1,1,2576539,1,1,2731131.34,5756033-68406015,3S3,5756033,68406015
202504,5756033-68432000-3S3,4889233,1,2,4889233,1,2,5182586.98,5756033-68432000,3S3,5756033,68432000
202504,5756033-68500000-3S3,4373698.75,0.99877451,4,4351910,0.992857143,7,4622263.03,5756033-68500000,3S3,5756033,68500000
202504,5756033-68547000-3S2,3181425,1.052580645,1,3181425,1.05,1,3372310.5,5756033-68547000,3S2,5756033,68547000
202504,5756033-68547000-3S3,3105204,1.009803922,3,3057602,1.01,6,3261241.368,5756033-68547000,3S3,5756033,68547000
202504,5756033-68575000-3,2525264,1.0625,1,2525264,0.525,2,2676779.84,5756033-68575000,3,5756033,68575000
202504,5756033-68575000-3S3,2821211.5,0.99754902,1,2821211.5,0.995,2,2990484.19,5756033-68575000,3S3,5756033,68575000
202504,5756033-68655000-3S3,2525215,1,2,2525215,1,2,2676727.9,5756033-68655000,3S3,5756033,68655000
202504,5756033-68679000-3S3,3980489.398,1.005165075,6,4191792.138,1.005230769,65,4353707.305,5756033-68679000,3S3,5756033,68679000
202504,5756033-68689000-3S3,1566584,1,2,3133168,1,1,2656926.464,5756033-68689000,3S3,5756033,68689000
202504,5756033-68689024-3S2,2553223.333,1.055913978,1,2553223.333,1.056666667,3,2706416.733,5756033-68689024,3S2,5756033,68689024
202504,5756033-68755000-3S3,3728214.222,1.001633987,3,3646686.5,1.00125,8,3900055.444,5756033-68755000,3S3,5756033,68755000
202504,5756033-73001000-3S2,2905408.038,1.03908871,4,2969477.167,1.03,24,3120480.486,5756033-73001000,3S2,5756033,73001000
202504,5756033-73001000-3S3,2142629.98,0.99175496,9,2237993.346,0.955769231,78,2331838.88,5756033-73001000,3S3,5756033,73001000
202504,5756033-73055000-3,1334725,1.09375,1,1334725,1.09,1,1414808.5,5756033-73055000,3,5756033,73055000
202504,5756033-73055000-3S3,2462459,0.989470588,1,2462459,0.99,1,2610206.54,5756033-73055000,3S3,5756033,73055000
202504,5756033-73168000-3S3,1866548.667,1,3,2799823,1,2,2572104.063,5756033-73168000,3S3,5756033,73168000
202504,5756033-73217000-3S3,1301418,1,2,2602836,1,1,2207204.928,5756033-73217000,3S3,5756033,73217000
202504,5756033-73268000-3S3,2755126,1,1,2755126,1,1,2920433.56,5756033-73268000,3S3,5756033,73268000
202504,5756033-73275000-3S2,3298303.75,1.050107527,2,3301373.545,1.05,11,3498154.365,5756033-73275000,3S2,5756033,73275000
202504,5756033-73283000-3,1526791,1.09175,1,1526790,1.09,1,1618397.824,5756033-73283000,3,5756033,73283000
202504,5756033-73283000-3S3,1787819.5,0.996176471,2,1836870,1.0025,4,1926284.788,5756033-73283000,3S3,5756033,73283000
202504,5756033-73319000-3S2,3417976.75,1.047177419,1,3417976.25,1.05,4,3623055.037,5756033-73319000,3S2,5756033,73319000
202504,5756033-73349000-3S2,1591417.833,1.073827957,2,1722243,1.0575,16,1770107.709,5756033-73349000,3S2,5756033,73349000
202504,5756033-73349000-3S3,1284725.875,1.016926339,4,1404246.308,1.026153846,13,1437824.423,5756033-73349000,3S3,5756033,73349000
202504,5756033-73411000-3,2116440,1.09175,1,2116440,1.09,4,2243426.4,5756033-73411000,3,5756033,73411000
202504,5756033-73411000-3S3,1645022,1,1,1657262,1,2,1751507.96,5756033-73411000,3S3,5756033,73411000
202504,5756033-73443000-3,1253508,1.09375,1,1253507,1.09,1,1328717.844,5756033-73443000,3,5756033,73443000
202504,5756033-73443000-3S3,1694890.667,1,3,2542336,1,2,2335559.339,5756033-73443000,3S3,5756033,73443000
202504,5756033-73449000-3,2217933,1.09375,1,2217932,1.09,1,2351008.344,5756033-73449000,3,5756033,73449000
202504,5756033-73449000-3S2,3229628,1.096774194,1,3229628,1,1,3423405.68,5756033-73449000,3S2,5756033,73449000
202504,5756033-73563000-3,3475555,1.0890625,1,3475555,1.09,1,3684088.3,5756033-73563000,3,5756033,73563000
202504,5756033-73671000-3S3,2363306,1,1,2363306,1,1,2505104.36,5756033-73671000,3S3,5756033,73671000
202504,5756033-73861000-3S3,1593240,1,1,1613164,1,1,1701506.064,5756033-73861000,3S3,5756033,73861000
202504,5756033-76001000-3S3,4211714,1,1,4211714,1,1,4464416.84,5756033-76001000,3S3,5756033,76001000
202504,5756033-76020000-3S3,3597166,1,1,3597166,1,1,3812995.96,5756033-76020000,3S3,5756033,76020000
202504,5756033-76122000-3S3,3293018.5,1,2,3293018.2,0.986,5,3490599.419,5756033-76122000,3S3,5756033,76122000
202504,5756033-76130000-3S3,3806955.2,1,5,3691558.2,1.001,10,3961980.02,5756033-76130000,3S3,5756033,76130000
202504,5756033-76147000-3S3,3203548.667,1,3,3108992.2,1,10,3335623.674,5756033-76147000,3S3,5756033,76147000
202504,5756033-76318000-3,3780000,1.125,1,3780000,1,1,4006800,5756033-76318000,3,5756033,76318000
202504,5756033-76318000-3S3,4301000,1,1,4301000,0.97,1,4559060,5756033-76318000,3S3,5756033,76318000
202504,5756033-76563000-3S3,4001800,1,1,4001800,1,1,4241908,5756033-76563000,3S3,5756033,76563000
202504,5756033-76622000-3S3,1796187.125,1.029411765,2,3592374.25,0.97,4,3046333.364,5756033-76622000,3S3,5756033,76622000
202504,5756033-76622005-3S3,3781242,1,1,3781242,1,3,4008116.52,5756033-76622005,3S3,5756033,76622005
202504,5756033-76736000-3S3,3442696,1,1,3442696,1,4,3649257.76,5756033-76736000,3S3,5756033,76736000
202504,5756033-76834000-3S3,4093747.333,1,3,4093747.333,1.003333333,3,4339372.173,5756033-76834000,3S3,5756033,76834000
202504,5756033-76892000-3S3,5039879.5,1.007619608,5,5196068.818,1.019090909,11,5441608.676,5756033-76892000,3S3,5756033,76892000
202504,5756033-76895000-3S3,3718206,1,1,3718206,1,2,3941298.36,5756033-76895000,3S3,5756033,76895000
202504,5756033-8001000-3S3,5434000,1.029411765,1,5434000,0.97,1,5760040,5756033-8001000,3S3,5756033,8001000
202504,5756033-8141000-3S3,4029550,1,1,4029550,1,2,4271323,5756033-8141000,3S3,5756033,8141000
202504,5756033-8296000-3S3,5201350,1.014705882,2,5214733.333,0.996666667,3,5521942.8,5756033-8296000,3S3,5756033,8296000
202504,5756033-85440000-3S3,5323380,1,1,5323380,1,1,5642782.8,5756033-85440000,3S3,5756033,85440000
202504,5756033-86001000-3S3,6612303,1,2,6456271.333,1,3,6909805.04,5756033-86001000,3S3,5756033,86001000
202504,5756033-86569000-3S3,7174000,1,1,7174000,1,1,7604440,5756033-86569000,3S3,5756033,86569000
202504,5756033-86757000-3S3,8224634,1,1,8224634,1,1,8718112.04,5756033-86757000,3S3,5756033,86757000
202504,5761000-5001000-3,600000,0.375,1,600000,0.38,1,636000,5761000-5001000,3,5761000,5001000
202504,5761000-5674000-3,800000,0.6875,1,800000,0.69,1,848000,5761000-5674000,3,5761000,5674000
202504,5761002-25126000-2S2,2836684,0.659090909,1,2836684,0.45,1,3006885.04,5761002-25126000,2S2,5761002,25126000
202504,5761002-25126000-2S3,2831997,0.497354497,1,2831997,0.59,2,3001916.82,5761002-25126000,2S3,5761002,25126000
202504,5789000-76147000-3S3,3600000,1,1,3600000,1,1,3816000,5789000-76147000,3S3,5789000,76147000
202504,5790000-11001000-3,5365000,1.034375,2,5440000,0.815,2,5734600,5790000-11001000,3,5790000,11001000
202504,5790000-25286000-3,5180000,1.0625,2,5280000,1.06,1,5554400,5790000-25286000,3,5790000,25286000
202504,5790000-5154000-3S2,1400000,0.661290323,1,1400000,0.66,2,1484000,5790000-5154000,3S2,5790000,5154000
202504,5790000-52835000-3S3,8000000,0.411764706,1,8000000,0.41,1,8480000,5790000-52835000,3S3,5790000,52835000
202504,5790000-5361000-3S3,2250000,0.955882353,2,3500000,1.005,6,3180000,5790000-5361000,3S3,5790000,5361000
202504,5790003-25214000-2S2,4160000,0.645454545,1,4160000,0.644,5,4409600,5790003-25214000,2S2,5790003,25214000
202504,5790003-5129000-3S2,3000000,0.707096774,1,3000000,0.71,1,3180000,5790003-5129000,3S2,5790003,5129000
202504,5809000-19300000-3S3,3166428.571,1.001278772,1,3242422.857,1.024761905,21,3404746.651,5809000-19300000,3S3,5809000,19300000
202504,5809000-19455000-3S3,3484233.5,1.000612745,2,3347995.158,1.017368421,19,3606639.924,5809000-19455000,3S3,5809000,19455000
202504,5809000-5756033-3S3,1877791,1,1,1877791,1,1,1990458.46,5809000-5756033,3S3,5809000,5756033
202504,5809000-76109000-3S3,3570000,1,1,NA,NA,NA,3784200,5809000-76109000,3S3,5809000,76109000
202504,5809000-76130000-3S3,1496000,1.000735294,2,3025672,1.012,15,2558631.392,5809000-76130000,3S3,5809000,76130000
202504,5809000-76892000-3S3,3384678.194,1,1,3383860.121,1.015151515,33,3587238.591,5809000-76892000,3S3,5809000,76892000
202504,5809001-19142000-3S3,2984822,1,1,3094026,1,1,3233365.064,5809001-19142000,3S3,5809001,19142000
202504,5809002-76109000-3S3,3850000,1.029411765,1,3850000,1.021666667,12,4081000,5809002-76109000,3S3,5809002,76109000
202504,5819000-44847000-3S2,6000000,0.509677419,1,NA,NA,NA,6360000,5819000-44847000,3S2,5819000,44847000
202504,5837000-11001000-2S2,6800000,0.727272727,1,6800000,0.73,1,7208000,5837000-11001000,2S2,5837000,11001000
202504,5837000-11001000-3S2,7800000,0.806451613,1,7800000,0.81,1,8268000,5837000-11001000,3S2,5837000,11001000
202504,5837000-11001000-3S3,5425000,0.981176471,1,5425000,0.98,4,5750500,5837000-11001000,3S3,5837000,11001000
202504,5837000-13001000-3S2,4883333.333,0.848924731,2,4883333.333,0.85,12,5176333.333,5837000-13001000,3S2,5837000,13001000
202504,5837000-13001000-3S3,4000000,1.029411765,1,4333333.333,0.97,3,4452000,5837000-13001000,3S3,5837000,13001000
202504,5837000-23001000-2S2,1500000,0.579545455,1,1500000,0.576666667,3,1590000,5837000-23001000,2S2,5837000,23001000
202504,5837000-23001000-3S2,1400000,0.403225806,1,1400000,0.405,2,1484000,5837000-23001000,3S2,5837000,23001000
202504,5837000-23001000-3S3,6300000,0.823529412,1,NA,NA,NA,6678000,5837000-23001000,3S3,5837000,23001000
202504,5837000-23162000-3,1800000,1.0625,1,1800000,1.06,2,1908000,5837000-23162000,3,5837000,23162000
202504,5837000-27086000-3S2,4000000,0.709677419,1,4000000,0.71,1,4240000,5837000-27086000,3S2,5837000,27086000
