MES,RUTA_CONFIGURACION,VALOR_MERCADO,UTILIZACION_MERCADO,NUM_VIAJES_MERCADO,VALOR_REMESAS,UTILIZACION_REMESAS,NUM_VIAJES_REMESAS, VALOR_PROMEDIO_MERCADO ,RUTA_ANALISIS,CONFIGURACION_ANALISIS,CODIGO_ORIGEN,CODIGO_DESTINO
202503,17001000-50573000-3S3,7102494,0.970588235,1,7102494,0.97,2,7528643.64,17001000-50573000,3S3,17001000,50573000
202503,17001000-5079000-3S3,2471596,1,1,2471596,0.78,1,2619891.76,17001000-5079000,3S3,17001000,5079000
202503,17001000-5088000-3S3,2178666.667,0.993697479,3,3268000,1.01,2,3002202.667,17001000-5088000,3S3,17001000,5088000
202503,17001000-5138000-3S3,3878017.167,0.986531863,2,3849275.462,0.979230769,26,4092418.472,17001000-5138000,3S3,17001000,5138000
202503,17001000-52001000-3,4587876,1.125,1,4587876,1.12,1,4863148.56,17001000-52001000,3,17001000,52001000
202503,17001000-52001000-3S2,4166350,0.735887097,2,8332700,0.71,5,7066129.6,17001000-52001000,3S2,17001000,52001000
202503,17001000-52001000-3S3,6839265.027,0.971129361,3,6879291.647,0.970588235,34,7275077.859,17001000-52001000,3S3,17001000,52001000
202503,17001000-52356000-3S3,6264355.867,0.936593137,6,6297324.814,0.937118644,59,6661185.469,17001000-52356000,3S3,17001000,52356000
202503,17001000-52356003-3S3,6112500,0.604779412,1,6091304.348,0.35,23,6465769.565,17001000-52356003,3S3,17001000,52356003
202503,17001000-5308000-3S3,3006873.5,0.742647059,2,7102494,0.97,2,5792100.548,17001000-5308000,3S3,17001000,5308000
202503,17001000-5360000-3,1440036,1.0625,1,1440036,1.06,2,1526438.16,17001000-5360000,3,17001000,5360000
202503,17001000-5360000-3S2,2525300,0.709677419,1,2525300,0.71,1,2676818,17001000-5360000,3S2,17001000,5360000
202503,17001000-5360000-3S3,2880689.61,0.935490253,7,3156356.25,0.94140625,64,3228854.97,17001000-5360000,3S3,17001000,5360000
202503,17001000-5376000-3,2142100,0.82296875,2,2284200,0.775,2,2361001.6,17001000-5376000,3,17001000,5376000
202503,17001000-5376000-3S3,1251285,1.014705882,2,2502570,1,2,2122179.36,17001000-5376000,3S3,17001000,5376000
202503,17001000-54001000-2S2,6150000,0.545454545,1,6150000,0.55,1,6519000,17001000-54001000,2S2,17001000,54001000
202503,17001000-54001000-3S3,5913666.391,0.932428356,13,5888310,0.814705882,51,6252359.71,17001000-54001000,3S3,17001000,54001000
202503,17001000-5440000-3S3,1229333.333,0.979411765,5,3010000,0.9925,4,2435597.333,17001000-5440000,3S3,17001000,5440000
202503,17001000-54405000-3S2,5450000,0.64516129,1,5450000,0.65,1,5777000,17001000-54405000,3S2,17001000,54405000
202503,17001000-54405000-3S3,5132780.788,0.87254902,3,5460177.816,0.772631579,38,5648972.145,17001000-54405000,3S3,17001000,54405000
202503,17001000-5579000-3S2,3800000,0.419354839,1,3800000,0.42,2,4028000,17001000-5579000,3S2,17001000,5579000
202503,17001000-5604000-3S2,6700000,0.322580645,1,6700000,0.32,1,7102000,17001000-5604000,3S2,17001000,5604000
202503,17001000-5631000-3S3,2537404,0.98054902,5,3335680.769,0.952307692,13,3197352.265,17001000-5631000,3S3,17001000,5631000
202503,17001000-5697000-3,2284200,1.125,1,2284200,0.62,1,2421252,17001000-5697000,3,17001000,5697000
202503,17001000-5697000-3S3,3571010,1,1,3571010,1.02,1,3785270.6,17001000-5697000,3S3,17001000,5697000
202503,17001000-5756033-3S3,2093870.167,1.003431373,1,2093870.167,0.966666667,6,2219502.377,17001000-5756033,3S3,17001000,5756033
202503,17001000-5837000-3S3,5091040,1,1,5091040,0.47,1,5396502.4,17001000-5837000,3S3,17001000,5837000
202503,17001000-63001000-3,870000,0.875,1,870000,0.88,1,922200,17001000-63001000,3,17001000,63001000
202503,17001000-63001000-3S2,2500000,0.483870968,1,2670170,0.48,1,2758228.12,17001000-63001000,3S2,17001000,63001000
202503,17001000-63001000-3S3,1787740,0.981039216,5,2221675,0.945,8,2170987.06,17001000-63001000,3S3,17001000,63001000
202503,17001000-63130000-3S3,2200000,0.590529412,1,2200000,0.59,1,2332000,17001000-63130000,3S3,17001000,63130000
202503,17001000-63401000-2S3,4200000,0.732962963,1,4200000,0.73,1,4452000,17001000-63401000,2S3,17001000,63401000
202503,17001000-66001000-2S2,883750,0.5,1,883750,0.455,4,936775,17001000-66001000,2S2,17001000,66001000
202503,17001000-66001000-3,1500000,0.75,1,1500000,0.75,1,1590000,17001000-66001000,3,17001000,66001000
202503,17001000-66001000-3S2,1302000,0.717225806,2,1302000,0.94,2,1380120,17001000-66001000,3S2,17001000,66001000
202503,17001000-66001000-3S3,1559543.939,0.996301248,11,1725468.421,0.911578947,38,1758644.546,17001000-66001000,3S3,17001000,66001000
202503,17001000-66170000-3S3,1475166.667,0.998161765,4,2029250,1.0225,8,1916073.667,17001000-66170000,3S3,17001000,66170000
202503,17001000-66400000-3,1137474.5,0.84375,2,1229124.167,0.986666667,6,1264012.158,17001000-66400000,3,17001000,66400000
202503,17001000-66594002-2S2,400000,0.454545455,1,400000,0.45,1,424000,17001000-66594002,2S2,17001000,66594002
202503,17001000-66594002-3,800000,0.688875,1,800000,0.69,1,848000,17001000-66594002,3,17001000,66594002
202503,17001000-68001000-2S2,4050000,0.613636364,1,4050000,0.61,1,4293000,17001000-68001000,2S2,17001000,68001000
202503,17001000-68001000-3S2,3889000,1.032258065,1,3889000,1.03,1,4122340,17001000-68001000,3S2,17001000,68001000
202503,17001000-68001000-3S3,4665754.5,0.982843137,8,4820500.571,0.730714286,14,5044118.271,17001000-68001000,3S3,17001000,68001000
202503,17001000-68081000-3S3,3948614,0.917647059,5,4986558.571,1.004285714,7,4845663.587,17001000-68081000,3S3,17001000,68081000
202503,17001000-68307000-3S3,4482630.857,0.990462185,7,4518887.667,0.926666667,12,4774648.039,17001000-68307000,3S3,17001000,68307000
202503,17001000-68547000-3S3,4700000,0.941176471,1,4700000,1,1,4982000,17001000-68547000,3S3,17001000,68547000
202503,17001000-68679000-3S3,6000000,1,1,6000000,1,1,6360000,17001000-68679000,3S3,17001000,68679000
202503,17001000-70001000-3S3,5915500,0.870588235,5,5950112.5,0.9225,8,6292443.55,17001000-70001000,3S3,17001000,70001000
202503,17001000-70221000-3S3,6510000,1.029411765,1,6510000,0.83,2,6900600,17001000-70221000,3S3,17001000,70221000
202503,17001000-73001000-3,2015911,0.9625,2,2180685,0.898333333,6,2241661.924,17001000-73001000,3,17001000,73001000
202503,17001000-73001000-3S3,2803689.063,0.994069853,8,3365041.667,0.959583333,24,3328930.663,17001000-73001000,3S3,17001000,73001000
202503,17001000-73268000-3,2370500,1.09375,2,2370500,1.09,2,2512730,17001000-73268000,3,17001000,73268000
202503,17001000-73443000-3S3,1830000,0.882352941,1,1830000,0.88,1,1939800,17001000-73443000,3S3,17001000,73443000
202503,17001000-76001000-2S2,2300000,0.661363636,2,2600000,0.6275,4,2628800,17001000-76001000,2S2,17001000,76001000
202503,17001000-76001000-2S3,2569830,0.555555556,2,2569830,0.5575,4,2724019.8,17001000-76001000,2S3,17001000,76001000
202503,17001000-76001000-3,1976080,1.104166667,1,1976080,0.503333333,3,2094644.8,17001000-76001000,3,17001000,76001000
202503,17001000-76001000-3S2,1210766.667,0.870967742,3,3632300,0.71,12,2823507.867,17001000-76001000,3S2,17001000,76001000
202503,17001000-76001000-3S3,2398163.808,0.967785601,14,2505234.879,0.986206897,58,2610150.838,17001000-76001000,3S3,17001000,76001000
202503,17001000-76109000-2S2,2335869.048,0.494295455,6,2481375.796,0.497261146,157,2568563.483,17001000-76109000,2S2,17001000,76109000
202503,17001000-76109000-2S3,2034615.385,0.444444444,1,2579206.897,0.475172414,29,2503052.509,17001000-76109000,2S3,17001000,76109000
202503,17001000-76109000-3S2,2523333.333,0.462365591,3,2874954.545,0.562272727,22,2898364.424,17001000-76109000,3S2,17001000,76109000
202503,17001000-76109000-3S3,2861699.94,0.777508424,9,3063368.652,0.81664557,158,3161663.237,17001000-76109000,3S3,17001000,76109000
202503,17001000-76111000-3,1581000,1.0625,1,1721023,0.84,2,1764914.628,17001000-76111000,3,17001000,76111000
202503,17001000-76111000-3S3,2225000,0.941176471,2,2380000,1,1,2457080,17001000-76111000,3S3,17001000,76111000
202503,17001000-76130000-3,1887968,1.125,1,1887968,0.42,2,2001246.08,17001000-76130000,3,17001000,76130000
202503,17001000-76130000-3S3,2826000,1.003676471,2,2913000,1.0075,4,3050892,17001000-76130000,3S3,17001000,76130000
202503,17001000-76147000-3S3,2148300,0.970588235,1,2148300,0.49,2,2277198,17001000-76147000,3S3,17001000,76147000
202503,17001000-76520000-3S3,2804000,1,5,3505000,1,4,3418076,17001000-76520000,3S3,17001000,76520000
202503,17001000-76834000-3,1530000,1.0625,1,1530000,1.06,1,1621800,17001000-76834000,3,17001000,76834000
202503,17001000-76892000-2S2,2056500,0.43119697,2,1900000,0.47,2,2080356,17001000-76892000,2S2,17001000,76892000
202503,17001000-76892000-3,1812000,1.0625,1,1812000,0.89,1,1920720,17001000-76892000,3,17001000,76892000
202503,17001000-76892000-3S2,0,0.903225806,1,2500000,0.32,1,2650000,17001000-76892000,3S2,17001000,76892000
202503,17001000-76892000-3S3,1959043.8,1,5,2436687.6,0.926,5,2380367.885,17001000-76892000,3S3,17001000,76892000
202503,17001000-76895000-3S2,1750000,1.032258065,1,1750000,1.03,1,1855000,17001000-76895000,3S2,17001000,76895000
202503,17001000-8001000-3S2,5501100,0.663887097,4,7326100,0.595,4,6991866,17001000-8001000,3S2,17001000,8001000
202503,17001000-8001000-3S3,6565277.728,0.945401079,20,6765112.104,0.863125,96,7086289.055,17001000-8001000,3S3,17001000,8001000
202503,17001000-81736000-3S3,8500000,1,1,8500000,1,1,9010000,17001000-81736000,3S3,17001000,81736000
202503,17001000-8296000-3S3,6502341.167,0.993721989,6,6502957.833,0.854166667,12,6892873.837,17001000-8296000,3S3,17001000,8296000
202503,17001000-8433000-3S3,5886026.556,0.938562092,9,6629626.867,0.942,30,6712117.947,17001000-8433000,3S3,17001000,8433000
202503,17001000-85001000-3S3,6241757.143,0.985294118,7,6247787.5,0.96375,8,6620097.879,17001000-85001000,3S3,17001000,85001000
202503,17001000-85250000-3S2,4000000,0.706451613,1,4000000,0.71,1,4240000,17001000-85250000,3S2,17001000,85250000
202503,17001000-86001000-3S3,6290000,1,1,6290000,0.97,1,6667400,17001000-86001000,3S3,17001000,86001000
202503,17001000-86568000-3S3,6000000,1.029411765,1,6000000,1.03,1,6360000,17001000-86568000,3S3,17001000,86568000
202503,17001000-8758000-3S3,4482367.5,1.012254902,3,6698161.8,0.94,5,6160554.725,17001000-8758000,3S3,17001000,8758000
202503,17042000-13001000-3S2,4200000,0.875,2,8400000,0.76,4,7123200,17042000-13001000,3S2,17042000,13001000
202503,17042000-13001000-3S3,3440013.208,0.731862745,3,6713831.7,0.941,10,5728562.562,17042000-13001000,3S3,17042000,13001000
202503,17042000-17001000-3,1250000,0.78125,1,1250000,0.78,2,1325000,17042000-17001000,3,17042000,17001000
202503,17042000-17001000-3S3,2587593,0.993382353,1,2587593,0.98,3,2742848.58,17042000-17001000,3S3,17042000,17001000
202503,17042000-47001000-3S2,8300000,0.677419355,1,8300000,0.68,1,8798000,17042000-47001000,3S2,17042000,47001000
202503,17042000-47001000-3S3,8885900,0.880147059,2,8885900,0.96,2,9419054,17042000-47001000,3S3,17042000,47001000
202503,17042000-5001000-3S3,4300000,0.9205,1,4300000,0.922,5,4558000,17042000-5001000,3S3,17042000,5001000
202503,17042000-66594002-2S2,400000,0.454545455,1,400000,0.45,1,424000,17042000-66594002,2S2,17042000,66594002
202503,17042000-68001000-3S3,4100000,1.014705882,1,4100000,1.01,1,4346000,17042000-68001000,3S3,17042000,68001000
202503,17042000-76109000-3S3,2938678.542,0.907594363,1,3007174.586,0.885517241,29,3158562.738,17042000-76109000,3S3,17042000,76109000
202503,17042000-76111000-3S3,3000000,1.029411765,1,3000000,1.03,1,3180000,17042000-76111000,3S3,17042000,76111000
202503,17174000-11001000-3,2301785.714,1.042410714,2,2302941.176,1.008823529,17,2440627.731,17174000-11001000,3,17174000,11001000
202503,17174000-11001000-3S3,3542162.75,0.864920343,8,3469094,0.913809524,21,3708220.79,17174000-11001000,3S3,17174000,11001000
202503,17174000-13001000-2S2,6033333.667,0.644962121,3,5937500.25,0.685,4,6334383.634,17174000-13001000,2S2,17174000,13001000
202503,17174000-13001000-2S3,6140000.167,0.636837963,2,6078874.333,0.635,12,6469524.147,17174000-13001000,2S3,17174000,13001000
202503,17174000-13001000-3S2,5280000,0.667847312,5,6800000,0.618333333,6,6563520,17174000-13001000,3S2,17174000,13001000
202503,17174000-13001000-3S3,6415637.941,0.660384948,6,6392243.333,0.700833333,48,6785697.247,17174000-13001000,3S3,17174000,13001000
202503,17174000-15238000-3S3,10600000,0.617647059,1,10600000,0.62,1,11236000,17174000-15238000,3S3,17174000,15238000
202503,17174000-17001000-3S2,1088000,1.096774194,1,1162688,1.1,2,1200781.568,17174000-17001000,3S2,17174000,17001000
202503,17174000-17001000-3S3,797000,0.951102941,4,1053095.615,0.997692308,13,1007696.811,17174000-17001000,3S3,17174000,17001000
202503,17174000-25200000-2S3,3371360.5,1,1,3371360.5,1,2,3573642.13,17174000-25200000,2S3,17174000,25200000
202503,17174000-25200000-3S2,3291905,1.096774194,1,3291905,1.1,1,3489419.3,17174000-25200000,3S2,17174000,25200000
202503,17174000-25200000-3S3,3344875.333,1,1,3344875.333,1,3,3545567.853,17174000-25200000,3S3,17174000,25200000
202503,17174000-25286000-3S3,3339600,0.970588235,1,3339600,0.97,1,3539976,17174000-25286000,3S3,17174000,25286000
202503,17174000-25473000-2S2,3495000,0.681818182,1,3495000,0.68,1,3704700,17174000-25473000,2S2,17174000,25473000
202503,17174000-25473000-3S3,3400000,0.970588235,1,3400000,0.97,2,3604000,17174000-25473000,3S3,17174000,25473000
202503,17174000-25754000-2S2,3032782,0.454545455,1,3032782,0.45,1,3214748.92,17174000-25754000,2S2,17174000,25754000
202503,17174000-25754000-2S3,3300000,0.901234568,1,3300000,0.96,3,3498000,17174000-25754000,2S3,17174000,25754000
202503,17174000-25754000-3S3,3300000,0.884083045,1,3300000,0.94,2,3498000,17174000-25754000,3S3,17174000,25754000
202503,17174000-25817000-3,2600000,1.0625,1,2600000,1.06,1,2756000,17174000-25817000,3,17174000,25817000
202503,17174000-27001000-3,2500000,1.15625,2,2000000,1.06,1,2332000,17174000-27001000,3,17174000,27001000
202503,17174000-41551000-3S3,5308857.143,1,1,5308857.143,0.958571429,7,5627388.571,17174000-41551000,3S3,17174000,41551000
202503,17174000-44874000-3S3,7000000,0.617647059,1,7000000,0.62,1,7420000,17174000-44874000,3S3,17174000,44874000
202503,17174000-47001000-3S2,7850000,0.564516129,2,7850000,0.565,2,8321000,17174000-47001000,3S2,17174000,47001000
202503,17174000-47001000-3S3,6754387.048,0.866207983,3,6821936.867,0.822666667,15,7202611.955,17174000-47001000,3S3,17174000,47001000
202503,17174000-50001000-3S3,5275000,0.955882353,2,5275000,0.955,2,5591500,17174000-50001000,3S3,17174000,50001000
202503,17174000-5001000-3S3,2751666.667,0.879084967,3,2769428.571,0.621428571,7,2928063.238,17174000-5001000,3S3,17174000,5001000
202503,17174000-50313000-3S3,5612000,0.941176471,1,5612000,0.94,1,5948720,17174000-50313000,3S3,17174000,50313000
202503,17174000-5045000-3,3300000,1.0625,1,3300000,1.06,1,3498000,17174000-5045000,3,17174000,5045000
202503,17174000-50568000-3S3,9000000,0.735294118,1,9000000,0.74,1,9540000,17174000-50568000,3S3,17174000,50568000
202503,17174000-5088000-3S3,2689500,0.970588235,1,2689500,0.7275,4,2850870,17174000-5088000,3S3,17174000,5088000
202503,17174000-5212000-3S2,2640000,1.064516129,1,2640000,1.06,2,2798400,17174000-5212000,3S2,17174000,5212000
202503,17174000-5212000-3S3,1755875,0.852941176,3,2664750,0.818,5,2439272,17174000-5212000,3S3,17174000,5212000
202503,17174000-5310003-3S3,1650000,0.926470588,2,3300000,0.88,2,2798400,17174000-5310003,3S3,17174000,5310003
202503,17174000-5360000-3S2,2640000,0.512544803,1,2640000,1.024,5,2798400,17174000-5360000,3S2,17174000,5360000
202503,17174000-5360000-3S3,2654850,0.834841629,1,2658562.5,0.97,8,2816502.15,17174000-5360000,3S3,17174000,5360000
202503,17174000-54001000-3S3,6052640,0.794117647,1,6052640,0.793333333,3,6415798.4,17174000-54001000,3S3,17174000,54001000
202503,17174000-5615000-3S3,2844750,0.970588235,1,2844750,0.675,2,3015435,17174000-5615000,3S3,17174000,5615000
202503,17174000-66001000-3S3,2300000,0.868088235,1,2300000,0.87,1,2438000,17174000-66001000,3S3,17174000,66001000
202503,17174000-66170000-3S3,1000000,0.794117647,1,1000000,0.79,2,1060000,17174000-66170000,3S3,17174000,66170000
202503,17174000-68001000-3S3,4324000,0.882352941,1,4324000,0.88,1,4583440,17174000-68001000,3S3,17174000,68001000
202503,17174000-70001000-3S3,6270000,0.970588235,1,6270000,0.97,1,6646200,17174000-70001000,3S3,17174000,70001000
202503,17174000-73001000-3S3,2380000,1,2,2380000,1,4,2522800,17174000-73001000,3S3,17174000,73001000
202503,17174000-73347003-3S3,1500000,0.941176471,1,NA,NA,NA,1590000,17174000-73347003,3S3,17174000,73347003
202503,17174000-73443000-3S3,1906500,0.948529412,1,1906500,0.9475,4,2020890,17174000-73443000,3S3,17174000,73443000
202503,17174000-76001000-2S2,2044500,0.659090909,2,2194500,0.655,2,2262570,17174000-76001000,2S2,17174000,76001000
202503,17174000-76001000-2S3,1950595,0.592592593,1,1950595,0.59,1,2067630.7,17174000-76001000,2S3,17174000,76001000
202503,17174000-76001000-3,1800000,1.0625,1,1800000,1.06,3,1908000,17174000-76001000,3,17174000,76001000
202503,17174000-76001000-3S3,2130000,0.970588235,1,2130000,0.97,2,2257800,17174000-76001000,3S3,17174000,76001000
202503,17174000-76041000-3S2,2100000,0.648387097,1,2100000,0.65,1,2226000,17174000-76041000,3S2,17174000,76041000
202503,17174000-76109000-2S2,2886666.667,0.669515152,3,2751764.706,0.707647059,17,2974069.02,17174000-76109000,2S2,17174000,76109000
202503,17174000-76109000-2S3,2468333.333,0.548716049,3,2606666.667,0.485555556,9,2704413.333,17174000-76109000,2S3,17174000,76109000
202503,17174000-76109000-3S2,2405000,0.553763441,2,2633333.333,0.59,3,2694520,17174000-76109000,3S2,17174000,76109000
202503,17174000-76109000-3S3,2980645.983,0.745618382,6,2388999.905,0.915238095,84,2783197.836,17174000-76109000,3S3,17174000,76109000
202503,17174000-76834000-2S2,7200000,0.636363636,1,7200000,0.64,3,7632000,17174000-76834000,2S2,17174000,76834000
202503,17174000-76834000-3S3,18550000,0.698529412,2,2100000,0.88,1,9200800,17174000-76834000,3S3,17174000,76834000
202503,17174000-76892000-2S2,1980000,0.818181818,1,1980000,0.61,1,2098800,17174000-76892000,2S2,17174000,76892000
202503,17174000-76892000-3S2,2150000,1.064516129,1,2150000,1.06,1,2279000,17174000-76892000,3S2,17174000,76892000
202503,17174000-76892000-3S3,2653440.333,0.823529412,3,2653440.333,0.8,3,2812646.753,17174000-76892000,3S3,17174000,76892000
202503,17174000-76895002-2S2,1687000,0.818818182,1,1687000,0.82,2,1788220,17174000-76895002,2S2,17174000,76895002
202503,17174000-76895002-3S3,1684250,0.647058824,2,1662333.333,0.716666667,3,1771366,17174000-76895002,3S3,17174000,76895002
202503,17174000-8296000-3S3,6375600,0.970588235,1,6375600,0.97,1,6758136,17174000-8296000,3S3,17174000,8296000
202503,17380000-11001000-3S2,2000000,0.483870968,1,2000000,0.48,1,2120000,17380000-11001000,3S2,17380000,11001000
202503,17380000-11001000-3S3,8000000,0.382352941,1,8000000,0.38,1,8480000,17380000-11001000,3S3,17380000,11001000
202503,17380000-15646000-3S3,8200000,0.647058824,1,8200000,0.65,5,8692000,17380000-15646000,3S3,17380000,15646000
202503,17380000-17001000-2S2,2200000,0.772727273,1,2200000,0.77,2,2332000,17380000-17001000,2S2,17380000,17001000
202503,17380000-17001000-3,1800000,0.625,1,1800000,0.62,1,1908000,17380000-17001000,3,17380000,17001000
202503,17380000-25799000-3S2,3942693,0.580645161,1,3942693,0.58,1,4179254.58,17380000-25799000,3S2,17380000,25799000
202503,17380000-54001000-3S3,3500000,0.735294118,1,3500000,0.74,1,3710000,17380000-54001000,3S3,17380000,54001000
202503,17380000-5591004-3S3,2336222.222,1,1,2336222.222,1,18,2476395.556,17380000-5591004,3S3,17380000,5591004
202503,17380000-5756000-3S2,1800000,0.677419355,1,1800000,0.68,1,1908000,17380000-5756000,3S2,17380000,5756000
202503,17380000-5756000-3S3,1564000,1,1,1564000,1,10,1657840,17380000-5756000,3S3,17380000,5756000
202503,17380000-66001000-3S2,4072566,0.824645161,1,4072566,0.968,5,4316919.96,17380000-66001000,3S2,17380000,66001000
202503,17380000-73001000-3S3,2058000,1,1,2058000,1,1,2181480,17380000-73001000,3S3,17380000,73001000
202503,17380000-73067000-3S2,8000000,0.774193548,1,8000000,0.77,1,8480000,17380000-73067000,3S2,17380000,73067000
202503,17380000-76001000-3S2,4412103,1.012032258,2,4412103,0.942,5,4676829.18,17380000-76001000,3S2,17380000,76001000
202503,17380002-25772000-3S3,1992760,1.046617647,1,1992760,1.047,10,2112325.6,17380002-25772000,3S3,17380002,25772000
202503,17388002-5001000-3S2,3900000,0.625806452,1,3900000,0.63,1,4134000,17388002-5001000,3S2,17388002,5001000
202503,17433000-25295000-3,1500000,1.0625,1,1500000,1.06,1,1590000,17433000-25295000,3,17433000,25295000
202503,17433000-25295000-3S3,3925666.667,1.007352941,2,3888500,0.92,4,4137568.667,17433000-25295000,3S3,17433000,25295000
202503,17433000-25736000-3S3,3800000,0.882352941,2,3800000,0.832941176,17,4028000,17433000-25736000,3S3,17433000,25736000
202503,17433000-47001000-3S3,6500000,0.352941176,1,6500000,0.35,1,6890000,17433000-47001000,3S3,17433000,47001000
202503,17433000-8001000-3,4500000,1.125,1,4500000,0.53,2,4770000,17433000-8001000,3,17433000,8001000
202503,17433000-8001000-3S3,6050000,1,2,6066666.667,1,3,6423600,17433000-8001000,3S3,17433000,8001000
202503,17442000-66594002-3S3,1500000,0.625,1,1500000,0.62,2,1590000,17442000-66594002,3S3,17442000,66594002
202503,17486000-17001000-2S2,400000,0.454545455,1,400000,0.45,1,424000,17486000-17001000,2S2,17486000,17001000
202503,17524001-17001000-3,800000,0.78125,1,800000,0.78,1,848000,17524001-17001000,3,17524001,17001000
202503,17541000-25295000-3,2025652,1.0625,1,2205578,1.06,1,2261624.056,17541000-25295000,3,17541000,25295000
202503,17541000-25295000-3S3,3831500,1,1,3831500,1,2,4061390,17541000-25295000,3S3,17541000,25295000
202503,17541000-8001000-3S3,6083333.333,0.980392157,3,6125000,0.97,4,6474833.333,17541000-8001000,3S3,17541000,8001000
202503,17541000-8433000-3S3,5888000,1,1,5888000,1,1,6241280,17541000-8433000,3S3,17541000,8433000
202503,17614000-17001000-3S3,4500000,1,1,4500000,1,3,4770000,17614000-17001000,3S3,17614000,17001000
202503,17614000-17174000-3S3,4500000,1,1,4500000,1,5,4770000,17614000-17174000,3S3,17614000,17174000
202503,17614000-73001000-3S3,5080000,1,1,5080000,1,5,5384800,17614000-73001000,3S3,17614000,73001000
202503,17614000-85001000-3S2,8000000,0.580645161,1,8000000,0.58,1,8480000,17614000-85001000,3S2,17614000,85001000
202503,17777000-50568000-3S3,5000000,1.029411765,1,5000000,1.03,1,5300000,17777000-50568000,3S3,17777000,50568000
202503,17873000-13001000-3S3,5935000,0.845588235,2,5500000,1,1,6014440,17873000-13001000,3S3,17873000,13001000
202503,17873000-17001000-2S2,1300000,0.5,1,1300000,0.5,3,1378000,17873000-17001000,2S2,17873000,17001000
202503,17873004-17442000-3,2340000,1.125,1,2340000,1.12,1,2480400,17873004-17442000,3,17873004,17442000
202503,17873004-19780000-3S3,5000000,1.029411765,1,5000000,1.03,1,5300000,17873004-19780000,3S3,17873004,19780000
202503,17873004-5045000-3S3,4725000,1.029411765,2,NA,NA,NA,5008500,17873004-5045000,3S3,17873004,5045000
202503,17873004-66001000-3,1415000,1.0625,1,1415000,1.06,2,1499900,17873004-66001000,3,17873004,66001000
202503,17873004-66170000-3S3,3060000,1,1,3060000,1,1,3243600,17873004-66170000,3S3,17873004,66170000
202503,17877000-76497000-3,500000,0.625,1,500000,0.62,1,530000,17877000-76497000,3,17877000,76497000
202503,17877000-76622000-3,700000,0.625,1,700000,0.62,1,742000,17877000-76622000,3,17877000,76622000
202503,17877000-76834000-3S3,1500000,0.5,1,1500000,0.5,1,1590000,17877000-76834000,3S3,17877000,76834000
202503,18001000-11001000-3S3,2500000,0.432573529,2,5000000,0.31,1,4240000,18001000-11001000,3S3,18001000,11001000
202503,18001000-15491001-3S2,4930000,1.096774194,1,4930000,1.1,2,5225800,18001000-15491001,3S2,18001000,15491001
202503,18001000-15491001-3S3,4930000,1,1,4930000,1,12,5225800,18001000-15491001,3S3,18001000,15491001
202503,18001000-15759000-3S3,5900000,0.808823529,1,5900000,0.81,2,6254000,18001000-15759000,3S3,18001000,15759000
202503,18001000-15837000-3S3,4275000,0.941176471,2,4294117.647,0.588235294,17,4543658.824,18001000-15837000,3S3,18001000,15837000
202503,18001000-18094000-2S2,500000,0.331818182,1,500000,0.33,1,530000,18001000-18094000,2S2,18001000,18094000
202503,18001000-18479000-3S2,700000,0.658451613,1,700000,0.66,1,742000,18001000-18479000,3S2,18001000,18479000
202503,18001000-18860000-2S2,700000,0.375227273,1,700000,0.38,1,742000,18001000-18860000,2S2,18001000,18860000
202503,18001000-18860000-3S2,850000,0.516129032,1,850000,0.515,2,901000,18001000-18860000,3S2,18001000,18860000
202503,18001000-20011000-3S3,4800000,1,1,4800000,1,1,5088000,18001000-20011000,3S3,18001000,20011000
202503,18001000-41770000-3,400000,0.3146875,1,400000,0.44,1,424000,18001000-41770000,3,18001000,41770000
202503,18001000-76130000-3,3200000,1.09375,1,3200000,1.09,1,3392000,18001000-76130000,3,18001000,76130000
202503,18001000-85001000-3S3,8000000,0.735294118,1,8000000,0.74,1,8480000,18001000-85001000,3S3,18001000,85001000
202503,18001013-76892000-3S3,3600000,0.904411765,1,3700000,0.93,1,3879600,18001013-76892000,3S3,18001013,76892000
202503,18029000-18001000-2S2,600000,0.334272727,1,600000,0.33,1,636000,18029000-18001000,2S2,18029000,18001000
202503,18029000-5579000-3S3,5900000,0.992647059,2,5900000,0.99,2,6254000,18029000-5579000,3S3,18029000,5579000
202503,18094000-18001000-2S2,500000,0.331818182,1,500000,0.33,1,530000,18094000-18001000,2S2,18094000,18001000
202503,18150000-15837000-3S3,5300000,1,1,5300000,0.505,2,5618000,18150000-15837000,3S3,18150000,15837000
202503,18150000-76111000-3,3800000,1.09375,1,3800000,1.09,1,4028000,18150000-76111000,3,18150000,76111000
202503,18150000-76892000-3,2500000,1.03125,2,2500000,1.03,2,2650000,18150000-76892000,3,18150000,76892000
202503,18247000-18001000-3S2,900000,0.532258065,1,900000,0.53,1,954000,18247000-18001000,3S2,18247000,18001000
202503,18256000-19698000-3,3500000,1.09375,1,3500000,1.09,1,3710000,18256000-19698000,3,18256000,19698000
202503,18479000-18001000-3S2,600000,0.658451613,1,600000,0.66,1,636000,18479000-18001000,3S2,18479000,18001000
202503,18753000-11001000-3,4000000,0.90625,1,4000000,0.91,1,4240000,18753000-11001000,3,18753000,11001000
202503,18753000-15837000-3S3,5400000,1,1,5400000,0.492,5,5724000,18753000-15837000,3S3,18753000,15837000
202503,19001000-11001000-3S3,5597175,0.926470588,2,5462900,0.963333333,3,5847606.6,19001000-11001000,3S3,19001000,11001000
